OP,A1,A2,A3,A4,A5,A6,A7
+,597,700,3532,4967,8636,11541,5110
-,7526,9559,10054,12075,12959,10886,3772
+,9965,11561,11303,2539,11168,2590,9517
+,7619,7548,8778,11731,10778,7606,9377
-,12529,7527,8172,2532,11780,403,3226
+,9071,1217,10511,6671,8515,11620,9486
+,3751,4893,4383,9875,1130,6406,956
-,3341,12609,9686,10243,6544,3670,9398
+,890,5867,4511,3443,5269,4575,4642
+,6013,11721,3075,338,6021,11954,4158
-,3300,4881,490,348,1364,8729,2782
+,2974,4410,9695,119,3018,2724,12799
+,12227,12436,4130,12788,4940,2400,7454
-,2706,2010,8736,11430,4406,11919,10487
+,5935,6354,2675,8359,7651,1651,11381
+,852,11592,8358,8989,10167,2658,6194
-,9754,10710,7884,1595,8966,11796,178
+,6361,6655,1725,7181,3398,12577,3614
+,8998,8140,10595,1298,2591,5706,12320
-,836,3008,9326,6201,9263,12126,706
+,7284,11264,12874,1023,11082,4325,5597
+,10038,9881,6622,7125,8422,625,12266
-,10025,2051,1559,3663,4720,2485,1784
+,3119,7998,2042,9849,6501,4626,1641
+,5493,4881,3428,2046,6092,4516,6836
-,2231,12190,9204,3217,11767,258,10092
+,6816,3488,6128,12282,578,12170,4173
+,7072,11072,11101,12229,9542,6374,569
-,12188,11429,3181,5122,5403,6495,8288
+,7342,7661,7457,1922,6944,10588,5911
+,8243,716,4693,9708,10696,2403,5991
-,9529,3408,5150,3508,10964,2071,4771
+,2144,10515,11861,2281,10310,3993,1888
+,7702,8245,7868,7563,10219,6591,9010
-,10686,10254,2657,12423,8562,12783,2600
+,3948,325,11767,10847,2392,7662,9996
+,7484,5678,1227,10106,6709,7224,4309
-,5916,7491,7746,6039,5126,12985,5289
+,72,2491,8037,2057,6597,9133,3157
+,6996,940,2470,6597,6405,7085,5370
-,11100,4769,6240,2495,7078,1302,2301
+,1174,3083,10209,6691,9379,9066,3034
+,645,5568,12147,1321,10780,77,12346
-,103,12444,1680,8625,10992,12158,9918
+,5701,9131,3753,1858,5379,12988,3708
+,292,11871,6137,9317,1466,8265,5073
-,5785,8948,5624,11916,12081,10605,282
+,2592,1483,8524,4224,10942,5290,1529
+,11469,9489,417,3055,11469,6147,6300
-,7617,2883,12885,10796,2877,6510,8744
+,10032,8643,9057,10334,3504,6877,1293
+,4081,7700,8396,1338,8592,1555,12444
-,3745,6442,7077,10538,8362,11893,128
+,11951,3007,213,7420,7760,4583,11489
+,2926,4620,5842,5555,6512,3282,4495
-,4626,10000,4461,3604,2240,6319,12271
+,11018,7266,4733,9597,1246,630,4915
+,8964,6955,12575,9590,11453,8154,4848
-,1322,9671,3496,4357,3662,5342,8865
+,3665,1347,2116,9941,8958,9601,11252
+,80,106,850,7453,24,4606,11484
-,1518,12575,5738,5727,9790,2353,9654
+,4572,5346,4722,11499,1677,8706,1394
+,4479,294,10495,10771,2128,1609,9349
-,4951,7573,1500,5349,11521,11045,213
+,2695,8022,380,12648,10505,12619,11927
+,4488,5875,2977,2172,1599,2086,11805
-,9810,3069,556,10169,3605,10034,5078
+,12116,9115,1452,2322,1154,11346,4122
+,8789,157,10921,9620,8087,5616,10069
-,257,5897,4920,7720,10356,9705,8924
+,10139,9418,3329,4234,11181,12535,6676
+,1409,6926,11963,1025,7037,10399,6283
-,3909,3281,6804,4120,8818,12899,6189
+,3689,7840,6924,7494,10335,3884,9735
+,10784,9770,4439,8027,2738,2417,7890
-,1844,1769,9927,9658,2772,12405,11117
+,3440,2917,9851,3173,1708,310,1563
+,8857,1238,10587,2214,11720,2872,5965
-,2562,10876,6069,4788,4755,6883,12665
+,5570,11546,3280,12462,6691,4200,7361
+,9578,9091,8679,2904,9229,12943,6560
-,4036,9703,9273,6690,5792,12750,7260
+,8431,24,838,12711,2369,1159,3995
+,7279,6840,11509,8181,8383,2399,5104
-,5227,10344,0,3223,8807,3815,9756
+,10750,6253,5548,4817,7745,8252,5736
+,10582,8944,5642,1968,1353,10403,12745
-,1142,5648,8105,7817,5442,11206,2749
+,6441,777,6004,8704,7529,12078,5480
+,6851,1011,11574,3555,9972,9571,4366
-,9024,10302,12152,4706,11657,9198,7882
+,8415,10880,1178,6381,7025,4886,2008
+,3532,2945,5453,10301,7744,2715,3908
-,11544,7358,9149,3193,2314,11845,12637
+,287,11151,12364,9353,11730,6116,2386
+,11864,12631,4700,1125,4968,9204,11346
-,4520,926,4673,9998,8815,3657,7335
+,4735,6424,982,3583,8872,7471,6269
+,3154,7890,8346,9536,8210,5683,3396
-,5885,6472,7352,1154,10661,2860,5840
+,8679,10866,6996,310,7431,398,8633
+,4994,9442,4017,3328,6256,5474,10035
-,2931,6901,3757,4922,854,1684,11444
+,491,11068,152,11820,2252,11033,4559
+,4049,5198,3048,1754,7928,4245,12697
-,9487,9457,6573,5239,10246,1598,8048
+,251,8173,1907,9293,674,12667,2789
+,7138,4751,7358,3256,3212,7463,1663
-,948,8821,11903,1091,10888,165,7463
+,6912,12379,9039,1415,3552,4289,9165
+,6325,11889,8761,4096,6573,6212,9127
-,5923,9226,7984,11581,9815,7884,8867
+,5806,6720,2272,5363,1644,215,9317
+,3837,10252,150,2315,7712,4122,5968
-,463,1937,8692,10512,9364,2907,11274
+,855,215,6258,12467,11158,6990,3221
+,5577,665,1432,1367,5931,6894,6151
-,1218,6541,8887,8246,9112,4897,10604
+,11943,6607,2196,9316,6025,7459,9948
+,10492,7029,10869,10207,3285,11324,2165
-,11913,12178,3633,7645,6134,12600,2533
+,3161,5067,10196,209,4052,5384,6292
+,4084,11787,2401,9904,12864,12856,788
-,12005,6643,7770,391,10532,10774,12051
+,6963,12636,12395,9649,6651,1338,8327
+,3082,9492,2958,8011,7683,9976,11101
-,12969,11688,61,4596,12001,10948,7936
+,8587,2378,497,1623,4649,11063,10340
+,2413,9625,2715,1955,10594,7908,9360
-,10562,3754,6844,11649,3899,11010,6968
+,7724,4699,6034,8351,11084,2043,5408
+,3282,6242,1303,7618,10612,8831,234
-,5942,7498,12224,2666,993,7284,1705
+,9774,4133,3957,12036,9802,4307,7238
+,6500,11544,643,6171,11219,3834,336
-,597,700,3532,4967,8636,11541,5110
+,6075,2310,3959,8143,4635,8540,11936
+,7357,5839,8775,1714,8718,4986,3239
-,1607,4467,12375,3340,6977,2199,11812
+,9057,560,270,3120,1988,3245,11885
+,12714,3856,9093,11773,11020,9256,9927
-,240,517,6259,381,12455,6213,12472
+,8980,4938,6301,11997,5473,9229,1199
+,9735,12216,12181,1269,12039,8267,10552
-,11428,7706,11310,2220,6748,3985,7455
+,11190,834,3044,2508,3524,2088,12782
+,11309,11717,8337,1853,7795,2358,2052
-,3714,5873,7191,8115,10496,9958,8955
+,592,7774,10707,1945,2074,6451,11092
+,10694,2148,9770,1565,5134,2857,9876
-,4266,6123,3447,9720,8404,8664,2222
+,3207,12170,6493,4161,5072,12102,7598
+,6427,2129,10276,9003,248,7162,8259
-,8760,47,507,8338,11067,2698,5625
+,3477,2560,11813,11182,3165,5943,12977
+,7989,2358,1856,2997,9530,4241,10870
-,3025,11258,8783,4809,11046,889,5149
+,12052,6145,6097,3042,7618,11891,4187
+,12949,12324,2522,5740,6818,9769,12884
-,7254,1752,8308,729,10112,9016,3827
+,3843,2118,8148,8815,1860,530,11551
+,943,5424,12483,12079,4935,12260,10505
-,10456,2147,2236,1162,8065,8510,5667
+,11673,7142,12543,614,12757,9700,12649
+,10804,6752,11747,12818,11400,3830,4048
-,10222,12983,11923,2001,165,4747,7657
+,5608,11193,12876,4502,10712,10286,4314
+,892,11515,756,12083,10910,1647,2528
-,1132,9070,12811,2841,9379,3025,4489
+,2450,4970,9046,1160,7318,11812,12290
+,12262,5798,3993,11950,10077,6497,7614
-,1940,5512,3675,10796,3273,6851,2445
+,10760,8825,9723,6952,10971,603,2149
+,6611,1692,1792,3710,1883,677,1902
-,7342,7661,7457,1922,6944,10588,5911
+,3557,353,4646,9529,1565,12254,1407
+,11777,11542,8465,3228,12435,4201,5418
-,9671,8891,5089,6851,10855,589,9571
+,10358,5964,4658,3164,938,5182,23
+,4983,5815,12717,9608,3888,11899,7495
-,8695,6003,6279,10141,2590,1529,12197
+,7014,6721,5670,191,184,4136,8906
+,10609,3198,6249,10171,4259,9241,5577
-,2241,12995,4701,602,461,923,874
+,11564,11708,5959,3711,5924,12863,3871
+,6496,6309,8864,6675,10958,11248,2635
-,7928,12024,9031,9569,8805,7105,4594
+,8165,5610,1883,8397,9194,878,7020
+,2059,4652,12993,2521,4031,8687,760
-,2424,2070,10632,546,7729,2776,6812
+,9343,1363,9882,2732,2376,5714,3725
+,4795,8587,1738,6039,4088,5277,11520
-,2371,9027,1250,11109,10015,10089,2108
+,8883,211,9316,9412,11958,4372,10639
+,3768,1210,6900,3363,7966,4863,6721
-,3351,10716,2623,9570,7260,9371,3481
+,2754,1650,254,596,11630,7215,7945
+,2606,9455,2640,10618,5844,2289,2143
-,2281,8770,965,9641,8205,312,12283
+,6657,7504,5333,4399,11275,8019,9548
+,9967,12934,6132,558,5983,11364,5222
-,1452,12207,3680,10656,9731,6003,1683
+,7083,1030,5893,4781,3132,3851,4660
+,12891,3978,3812,1375,91,1758,9161
-,1010,4954,2380,10380,4657,11514,4325
+,7338,1632,7822,6997,10975,80,5465
+,4719,832,4143,8354,6732,1429,7584
-,11362,10486,10939,6161,12337,6957,719
+,7470,3091,2793,6170,11229,899,1855
+,8717,7507,12648,9479,11925,7975,10498
-,9452,5147,10028,9911,8125,6884,12469
+,7169,4891,1554,9117,10837,2066,10726
+,6151,7632,12172,9503,5298,6823,12745
-,2411,747,2772,11137,7175,12518,7636
+,5519,8341,11718,2778,2598,4557,4147
+,7423,12185,8946,8196,7150,4209,6559
-,9442,10474,6362,156,4767,6985,1364
+,5672,8621,8072,5357,1286,4098,444
+,9143,7179,8862,923,4174,1255,6144
-,11508,4397,11749,7858,8233,6953,9643
+,12053,12514,12505,8733,10280,3318,7097
+,8450,6869,9977,6947,4382,2841,5118
-,8890,688,7098,8724,26,5952,12687
+,2902,741,6481,11977,132,5306,1394
+,10335,12587,3395,3368,8470,11910,5225
-,11938,9530,3966,9763,11539,12777,7883
+,6876,6250,1836,5978,2547,2457,7559
+,2158,7153,3710,7406,5457,779,1339
-,8059,6639,1279,10952,90,6766,961
+,9234,5790,12345,1076,3354,10571,4118
+,7192,4217,7659,7475,453,3850,9605
-,2156,1532,4040,926,1249,9139,5696
+,9923,6091,12721,8791,11600,3192,11566
+,3575,8053,1448,10386,3763,10184,11869
-,5215,12966,10154,12748,6574,9853,9137
+,3605,639,3521,6318,11406,10135,6832
+,7391,12032,9273,8049,1846,10558,10594
-,12272,4728,10136,12530,4261,63,11349
+,3522,6721,12341,8048,10885,12123,4190
+,8891,12094,5783,6789,12110,1430,143
-,1889,9019,3869,4256,9477,12515,11557
+,4028,3552,12490,9432,3010,4842,2480
+,2667,8265,2325,10041,2269,3956,5280
-,10751,9421,12029,1460,4830,5400,3429
+,10017,3629,10162,2644,774,2505,3012
+,12164,11217,1691,8430,2376,6258,12788
-,5031,1037,11873,5265,9078,8604,1819
+,5769,8878,10996,870,976,8356,9043
+,2948,4067,5466,8712,8409,7950,2216
-,706,7543,6671,4505,9567,496,4438
+,5335,4153,2997,3210,11996,5962,532
+,388,7535,8951,12002,12104,10056,2338
-,4706,2255,11549,9509,9306,7546,12885
+,5471,322,7244,9839,2479,5071,1282
+,12999,9038,12564,376,8765,5194,11128
-,11627,12896,10593,5229,4188,8928,12820
+,11530,1140,6273,11244,1625,1371,8650
+,9464,100,12990,503,4757,5918,11537
-,11957,11720,9115,371,10020,7194,9292
+,8616,8392,2617,5872,10042,3401,10770
+,1857,1029,7218,7702,2702,12454,814
-,12980,10802,11231,7506,9907,5280,786
+,4664,9426,7505,7967,3741,7642,2435
+,733,1619,2801,3578,7861,1943,8576
-,911,12416,9987,11891,1531,10930,3238
+,4979,1199,375,6849,4716,6712,10511
+,11391,5868,4584,12290,12190,5599,1182
-,11815,7853,5216,1225,510,6192,9153
+,4171,12713,8149,2785,12784,3716,9768
+,514,5477,34,4261,9036,7395,7686
-,7284,11264,12874,1023,11082,4325,5597
+,4423,667,9335,7548,9556,12464,11837
+,7697,12863,4733,2016,11181,1746,11550
-,3810,11065,3826,10002,2730,6058,6917
+,3638,7600,1290,4565,7611,10286,3055
+,2437,4041,3014,3294,643,12418,3871
-,7891,5704,7520,9332,2320,12475,1082
+,3439,1386,8542,7118,4761,9528,4279
+,3673,9758,2683,10085,5157,1635,8795
-,2519,3171,6886,12367,6441,3011,11442
+,4932,8549,3765,11182,1634,8690,5937
+,1727,12538,2176,10524,100,5244,4887
-,2152,6893,2369,9438,9169,8645,8524
+,3681,2443,12331,4273,4934,5556,8921
+,11964,7050,4294,7322,10397,12152,6137
-,12899,11826,12196,2947,4497,1588,8717
+,11995,8970,3469,2942,11387,5104,9091
+,10687,8545,6586,1387,6724,12699,916
-,8859,3807,7336,5876,8041,3865,1107
+,11698,5833,10613,815,1320,4047,3004
+,6284,8086,4075,8956,184,3903,3687
-,12211,12175,12315,629,2281,1637,6281
+,7867,8715,8353,958,1620,260,8904
+,11177,4430,8924,7586,6683,9588,3992
-,5436,11279,9861,9504,607,10,7059
+,11735,4227,719,8067,7355,8167,2987
+,1669,12553,9458,8154,12683,6437,6455
-,3885,5418,5036,9124,8622,2362,7545
+,3380,6821,10612,7280,11580,2112,5571
+,2908,12569,9400,8138,6804,9510,5995
-,6361,6655,1725,7181,3398,12577,3614
+,2462,9236,8783,7443,637,1639,1566
+,8288,2887,4157,8077,10195,10089,1900
-,8275,5928,476,6512,7958,11119,2353
+,11503,6826,3462,1692,6002,12395,5682
+,8505,4427,6364,8397,6853,5012,10002
-,6801,2198,7898,10732,8344,7065,3983
+,10464,2360,10574,8357,1057,6542,1932
+,8366,9060,8819,12023,2774,2374,2879
-,3868,5567,8832,1631,12486,936,8488
+,3666,6793,10744,827,10743,96,11074
+,3771,7806,178,2163,11257,8783,11517
-,10445,10232,9683,4586,7571,6935,11489
+,11593,8295,8292,8606,12694,3003,10271
+,5835,12487,4071,11900,9218,5895,5715
-,1119,1905,9148,5433,5034,6594,1310
+,8371,341,9298,952,323,11200,4544
+,8559,3111,2140,6821,8134,2501,4660
-,10938,3616,6374,12918,3455,1687,8087
+,727,420,9542,1495,7728,4819,10264
+,4611,5275,3700,9805,4613,797,6708
-,393,4187,4361,3745,4141,9128,2154
+,5150,6864,4362,11151,8413,6820,12058
+,197,7451,9725,12464,3009,10046,2068
-,6694,2123,12851,8330,7903,8808,8508
+,1147,2867,5441,4519,4738,11088,6512
+,5790,1461,1892,1827,5637,3689,12714
-,9469,9684,8997,8914,12891,7937,5728
+,37,7140,4788,4033,96,5326,225
+,10268,9362,1542,2892,77,9759,6874
-,1427,11137,7819,6695,10663,1660,9566
+,1498,5864,12580,11872,2086,3261,7143
+,6371,8648,12080,6035,7028,22,11591
-,12956,3297,7424,4511,3050,8397,7474
+,3133,5877,12581,9858,9421,1272,7202
+,5155,7760,10165,3941,6994,12116,10281
-,2354,7360,10076,12765,7908,11235,10421
+,10282,12495,7203,9651,4110,7864,486
+,10776,6903,2619,7477,316,2721,918
-,8602,1890,5294,12433,1087,2437,7404
+,6956,10084,5159,5330,7385,9932,12342
+,8214,6575,2453,12535,7619,9674,7001
-,5806,6720,2272,5363,1644,215,9317
+,7740,7945,11155,12465,6260,9217,2524
+,2734,8103,1352,2938,5505,5333,8817
-,11811,2316,2754,9083,6757,10067,11484
+,359,5474,2808,11526,3166,8160,2224
+,6944,12310,5044,9124,4888,182,12684
-,10827,4994,6341,10804,2931,2878,6813
+,614,966,7878,9891,6059,279,8973
+,8527,2491,5705,7236,12719,7991,11018
-,12252,5391,5911,3731,4857,11137,6261
+,10286,10669,11555,8290,10176,1156,6905
+,6482,5571,146,2006,9909,4240,6104
-,4479,294,10495,10771,2128,1609,9349
+,8902,5059,9990,9934,9516,288,12226
+,5689,11306,10083,12266,8953,4532,5101
-,9278,7421,11352,4694,8554,6499,8017
+,9672,12681,10215,5746,7227,3293,5964
+,7360,1174,1415,7393,4607,4708,3136
-,1858,1246,2641,4277,10064,2142,2759
+,5600,12577,2927,4150,4227,7113,6377
+,4326,12272,11879,10615,562,10352,8721
-,1683,2974,11002,4780,8469,7294,9658
+,1729,8512,11820,2122,9808,9381,2427
+,8788,12658,235,4632,2790,6480,11490
-,8414,10383,6802,9213,90,12410,1073
+,5652,1245,6320,5215,1952,11207,8960
+,4025,1379,1874,4239,11132,10930,1366
-,2001,8860,6773,8574,7398,6623,7795
+,7051,7863,4749,6410,10124,4272,236
+,2586,10357,11298,7822,12181,5028,12718
-,2085,5606,3769,10181,1148,1885,6558
+,5407,6152,8296,11301,8914,8828,6753
+,2214,10692,846,6376,4202,6065,12538
-,5406,5384,7535,11098,11624,11767,3311
+,10782,12161,12477,1129,1893,4689,6898
+,8177,1393,141,5583,9801,8511,12482
-,7139,5808,674,12319,5145,7722,1633
+,11086,7029,5564,1183,3480,11959,9235
+,4388,11648,5545,7180,1042,8008,2110
-,9463,3468,11024,3530,3244,8996,11021
+,5588,7164,9052,12741,8433,10492,5067
+,5802,9478,6721,7118,8062,10750,3329
-,2493,10994,10892,10051,4066,2165,9170
+,5237,6050,11899,4426,2515,5432,11359
+,2170,12055,11617,12360,12683,5132,11693
-,4015,11968,1737,7498,12621,12259,8985
+,1027,10355,5122,9982,3879,2685,7673
+,554,10401,6319,3822,2544,11144,2053
-,10878,12597,8554,10175,5661,5696,1300
+,11740,6680,6445,5133,11696,3816,5497
+,7384,11483,6008,11203,2667,11250,11312
-,9169,5108,8744,8496,12312,6021,5536
+,2755,6054,5796,5725,10303,4491,2302
+,9626,2815,4535,6850,6327,4604,9577
-,6207,8208,12786,10184,1496,7060,11481
+,2384,12632,10949,1689,4648,6414,3279
+,7317,3166,2807,732,6014,5357,12531
-,3851,11164,6098,7481,9567,3292,11394
+,4336,8072,7367,4031,3578,6230,2901
+,7732,4263,545,9087,22,10893,1604
-,10804,6752,11747,12818,11400,3830,4048
+,6135,4999,1059,2918,8254,175,12375
+,6524,8006,2118,9865,2551,11199,11505
-,12989,3955,11539,10751,3676,11458,12433
+,9305,3307,6240,3887,11087,5467,5914
+,9569,12611,4795,8456,9532,9474,2033
-,10107,10407,7052,5187,6010,2195,10175
+,2382,6040,395,5623,2727,5870,7548
+,11099,9499,2982,12318,5078,4594,10170
-,9779,8034,5456,3017,5385,7136,11114
+,7997,9190,7527,5508,12548,2953,6768
+,2702,505,8295,8489,8941,9982,3349
-,3053,1990,9325,6547,12450,12413,2054
+,8786,2817,1467,4007,5609,9166,448
+,3976,324,3869,5832,7882,1778,8209
-,9379,4073,12882,12986,4591,5419,11615
+,2839,1704,5590,11565,1245,10063,4771
+,1536,11810,9895,7293,11837,5362,9386
-,635,6661,9217,7341,2741,12586,1314
+,3917,11172,7067,279,11298,10312,10880
+,6881,9567,7788,10424,10845,8237,561
-,3524,8440,2508,6648,1132,5094,4275
+,11757,1807,3070,7186,845,3170,3840
+,4197,5295,6751,6552,4445,6925,10294
-,9975,11010,7697,2616,4488,886,1124
+,3827,5815,7863,6365,2419,9683,3161
+,7378,8667,3869,9194,4463,8184,2951
-,3673,9758,2683,10085,5157,1635,8795
+,12780,6082,10355,11007,4675,7743,9464
+,6569,1431,1099,5455,2818,6705,5337
-,12945,5639,12345,3737,5469,7546,4846
+,6758,7550,11265,11707,10903,10410,1151
+,3728,835,8477,4482,1562,1848,4151
-,12217,2602,5595,1862,3330,11985,10678
+,8119,8797,7733,9749,3515,4995,7192
+,2718,5690,2668,5757,2111,12442,3010
-,4361,9463,2558,743,9697,3911,1374
+,3750,12440,5573,8619,8431,9502,11568
+,357,3553,12261,6710,24,11913,2846
-,2381,6213,1967,9853,3043,11625,12256
+,1098,3001,8898,2031,1783,6752,2345
+,11030,12232,5543,6737,8013,8980,7228
-,7111,11064,11114,9649,11801,11495,1417
+,7487,488,2110,9405,3183,8745,3668
+,3100,11737,5037,9974,6940,9879,5096
-,5625,10891,6304,4668,7697,7834,12184
+,8022,4119,3382,11432,1616,4547,8911
+,6856,3494,10903,5037,7497,6700,4824
-,2076,8935,1470,3369,11732,7825,5003
+,9670,426,4102,1990,12457,3315,1153
+,3405,4730,3029,2008,3858,2368,7056
-,6812,10274,12874,9912,2613,9418,7582
+,1129,7487,1846,2511,8041,7863,279
+,4767,2690,3965,9659,7650,4261,2906
-,9170,2550,2304,2556,3219,7395,11269
+,602,9471,6448,11382,8499,10104,9622
+,12556,6333,9606,9733,11953,6013,7036
-,3437,1115,1884,11989,7174,9436,1453
+,7447,9196,4128,10248,7103,10294,10122
+,7131,7687,9122,10431,8341,9379,12127
-,3827,5815,7863,6365,2419,9683,3161
+,60,6508,643,3315,2,5885,915
+,1127,4139,3029,3055,2700,407,8785
-,10281,1385,9192,6650,3301,7501,7983
+,118,8476,12631,3237,6352,1730,10653
+,11581,9949,12195,3393,5997,4640,1537
-,1777,3266,5488,10504,3902,3319,10149
+,3583,12376,12553,9528,3200,11321,12150
+,883,4548,7472,3386,2933,8595,2562
-,12385,10159,6822,8035,2280,8059,1300
+,3910,9993,9268,7108,6734,10617,2528
+,12238,12507,1974,10685,2935,10975,8171
-,4976,11979,10960,8106,6288,447,9540
+,11950,10407,260,8314,8663,3519,5902
+,7436,12236,11820,8885,2794,5444,9621
-,10645,9616,10287,3957,11042,8924,6440
+,2824,9386,129,12963,11396,12775,8638
+,10875,324,1395,12883,4677,4567,12322
-,9160,1469,2824,1931,4813,4980,2243
+,11776,351,8558,1402,10711,8188,10205
+,2599,10245,8814,12778,1770,6319,214
-,1184,4593,6601,919,10838,7217,970
+,5173,669,4806,9357,4980,5227,4833
+,3198,4606,11846,1071,63,7798,5599
-,4596,9972,500,7596,2752,10420,6688
+,2173,1829,4956,1587,6006,2887,9190
+,459,4532,11073,6436,4560,444,8446
-,2887,9104,6587,11833,7409,1026,906
+,6999,11680,2396,75,261,4828,5204
+,7356,9365,8948,10692,9131,12623,11724
-,12736,11011,7713,9161,12100,11153,1979
+,3792,7954,6314,1417,12795,853,10086
+,4257,4257,2388,7021,4590,7731,1318
-,11776,351,8558,1402,10711,8188,10205
+,10877,6829,2540,10091,6631,4483,1211
+,2763,9689,12330,3189,6319,10145,4693
-,7963,4189,11942,3056,291,3704,565
+,3869,3074,1537,11762,3112,10693,12697
+,6477,11460,6152,8683,1971,4962,7743
-,1545,8754,290,9382,12321,1289,12150
+,11040,5038,8396,12972,9641,8244,1129
+,8230,3862,11475,12245,9004,7678,7052
-,2538,7682,9287,7164,11360,1687,10618
+,12303,3142,4928,10230,12529,8754,1268
+,9401,5712,7771,10633,986,514,3443
-,10102,8681,6168,4833,2440,11373,3828
+,12360,7273,1902,12359,6519,11065,3518
+,5244,1550,5122,7417,5622,5488,2218
-,11086,7029,5564,1183,3480,11959,9235
+,5430,8590,5003,4060,447,1022,11502
+,7944,1589,7366,471,9395,3399,3552
-,6791,6090,4198,7523,5070,12371,8348
+,5644,7296,9977,6036,1394,7181,572
+,9451,7275,6749,2077,2014,4000,2915
-,10152,2676,2328,3122,9238,1774,9888
+,5651,3640,3522,11944,7010,259,8621
+,12913,3102,9426,11559,2985,8246,9069
-,5352,11635,9716,8768,12548,3524,7017
+,6658,5170,3984,4108,895,7341,6590
+,12796,5170,2307,8822,3786,10070,1076
-,41,7309,10247,7899,2227,11645,6370
+,12473,5785,7973,11087,9479,5806,10574
+,7856,6546,11162,7031,12662,10751,9225
-,2933,5751,3510,2762,9368,6111,12809
+,10717,12283,12272,7910,2150,3087,4213
+,7677,3957,3162,12867,7858,6871,5751
-,11246,865,8902,6647,11497,10601,12777
+,12730,10819,10345,1632,3965,2954,7522
+,4223,11687,8859,2403,11275,4210,4475
-,2831,8885,5700,5231,11505,6165,9805
+,7142,10319,8254,3382,6600,4371,10305
+,3324,7387,6692,8353,12224,2540,11528
-,5763,9102,5802,4389,3900,10013,1560
+,7442,1101,8415,8917,7326,7655,1461
+,11338,1156,5803,7102,2031,10312,899
-,2099,2044,4433,1141,11927,8756,1646
+,5345,6022,3638,5379,2037,3001,3843
+,8248,267,620,7225,4343,38,8062
-,9066,7731,2009,8334,9336,9625,1226
+,4135,12640,8297,12033,9548,10304,4537
+,438,2778,8779,11674,1254,4299,9715
-,5921,7471,690,10551,7117,3949,3297
+,5505,8025,968,12856,11535,5186,5269
+,6179,5619,11524,11178,8246,10124,8157
-,5397,12744,1141,96,7089,7839,7400
+,1553,11693,4634,11416,12410,12479,12326
+,10696,1536,8683,3342,6502,6093,8020
-,10624,10033,6945,6873,9498,8565,10162
+,12240,2309,1537,10445,8843,12251,910
+,6428,616,10220,7290,7329,7496,7353
-,5351,4973,1806,9458,437,8052,1505
+,7105,9672,9659,11282,7529,1298,12893
+,8804,7905,6334,5133,1354,10685,680
-,7791,12051,9570,1147,11554,5992,7179
+,4014,1564,9581,12361,5908,960,10748
+,9531,9852,8113,10509,9727,4633,10811
-,6741,1960,12522,4042,9662,5213,12158
+,7905,2692,12587,11769,4886,9407,12002
+,904,5023,7382,4078,5225,4336,5503
-,4531,3069,640,3991,172,7091,3487
+,949,4354,7070,6733,6214,4019,2198
+,6973,12405,8430,5635,9669,7152,4143
-,12864,9480,5070,7392,9472,11547,2203
+,139,3303,8946,4147,4640,1635,12713
+,7577,2993,3332,2750,10544,4575,2999
-,8160,974,6743,9500,8600,10815,10081
+,2516,7107,3955,9531,12957,3103,10000
+,5668,7225,9738,7601,1766,10234,1738
-,8163,762,3806,8477,10547,3489,11223
+,5920,10994,368,8799,8057,7546,4087
+,8877,8917,6647,8427,6519,9087,11677
-,11637,449,1669,5695,4751,799,6185
+,11267,11765,760,4208,11943,7258,9723
+,721,336,4056,10247,4130,1895,3001
-,11346,12626,4898,25,3435,5906,10239
+,9506,9475,5993,9229,2567,10067,2066
+,8694,2952,12955,7390,11757,11481,5775
-,8964,6955,12575,9590,11453,8154,4848
+,11924,11392,5885,5174,2334,5243,11426
+,9036,1532,5145,1592,4057,2692,12950
-,12457,6153,2858,2485,3784,5388,8794
+,12327,8409,1040,271,10455,1073,8144
+,8926,9284,5359,5262,7088,7436,5254
-,1776,9662,2069,4932,2679,2703,1314
+,3655,12133,10368,11895,468,5175,9375
+,10558,6201,12906,87,6750,3542,7073
-,2783,6821,4904,4745,5134,5046,10428
+,2308,5896,981,9483,8030,1002,693
+,375,5227,12903,12433,1971,7499,1577
-,3324,7387,6692,8353,12224,2540,11528
+,3815,6147,6850,305,2998,7680,2916
+,10631,12667,11096,11640,3776,2113,683
-,2624,1582,11575,12835,7626,3470,12975
+,3202,1304,6678,9648,10794,399,6701
+,4654,7629,8105,8280,9921,950,12596
-,11432,3187,2964,11151,9398,5287,2543
+,5687,7036,6551,12451,11004,10211,12554
+,10360,12909,1776,850,8873,2918,6944
-,7701,2822,3207,7473,6003,11149,11199
+,1944,5363,1570,5644,10462,2720,5613
+,572,9280,8776,770,1977,135,6570
-,6103,5572,454,12311,3045,914,12341
+,4936,6173,5035,11063,1429,4062,10223
+,12342,8696,10441,2297,12400,7681,432
-,8378,10804,5663,9169,12138,3484,11828
+,9112,12301,4353,3254,5632,9643,1012
+,4201,1648,8654,5449,642,7279,3347
-,1517,4984,11107,7200,6133,6886,7543
+,6966,4163,2556,8590,9649,11855,11578
+,4141,3497,7272,6668,10613,5641,7111
-,6681,12318,12711,5200,3694,3898,3081
+,9372,12682,7762,8413,10889,8013,12229
+,4239,504,9401,2012,9296,12273,6720
-,5417,3724,1939,3267,8712,2653,4588
+,7376,6778,7796,12040,1462,1006,12463
+,10183,1689,3055,6442,9739,9046,7723
-,3133,5877,12581,9858,9421,1272,7202
+,11478,7557,6888,12300,9097,7814,3169
