OP,A1,A2,A3,A4,A5,A6,A7
-,9158,2739,8333,8223,1260,8435,8298
+,7861,3352,2412,11231,3236,3433,10679
+,10868,9038,4803,5692,11488,328,9617
+,8207,4394,1982,10294,7868,10877,4688
+,1656,5128,8742,3290,12673,6295,2762
-,2566,5539,1881,6838,4481,1165,1142
+,1348,9780,614,7594,8955,4465,11222
+,11033,624,7423,3386,9568,1336,12693
+,4463,11495,10759,6179,7261,8218,12844
+,9968,1143,8057,9871,9287,6592,4121
-,4820,4593,743,10180,1825,12983,12206
+,5342,8363,10289,10275,12927,2440,12679
+,9631,11376,7476,9117,2418,6972,2842
+,5586,11706,3142,5977,8963,8883,3009
+,8071,9996,7944,9575,4563,7947,2091
-,10960,12197,4857,2831,7965,7540,2457
+,7739,1076,9939,5282,8022,5242,4729
+,9521,51,310,3654,10971,2470,9641
+,386,3071,6004,136,9755,4976,11219
+,9513,1696,7612,1995,1146,11585,3769
-,9277,11505,11946,11901,12882,5795,1647
+,2793,10319,9564,11029,4170,12858,2974
+,2152,8631,5447,10717,1818,12137,7122
+,8130,4750,2139,11912,10674,9410,9452
+,5558,11222,1098,2799,5306,1739,3453
-,2284,3063,2275,4458,7447,8861,10388
+,7644,4265,7886,6026,8516,2849,1185
+,12490,11348,8235,9986,4655,8274,12652
+,198,8198,465,8566,9019,6192,1486
+,10270,3941,5029,920,10825,2302,8246
-,6030,9788,11840,4242,5304,7042,6488
+,5879,8085,970,399,5524,9745,8998
+,1296,9551,646,7763,5632,6682,11128
+,242,4607,8040,5718,7077,8533,10413
+,7688,10754,6558,9674,5021,10152,8311
-,4080,2149,3935,1014,2941,9677,4648
+,9982,1175,2467,12305,435,2294,2204
+,9260,3848,9800,10477,89,7281,8363
+,11118,4981,4852,4145,1803,9273,11524
+,7831,11885,4854,1462,7225,2189,9022
-,11559,12811,7804,4468,721,2527,1110
+,3386,4340,699,4044,4075,12936,3892
+,703,9107,63,5338,11999,4477,3333
+,3193,8706,6782,144,2777,9808,8660
+,8632,2123,9160,787,1057,8376,7756
-,11261,2961,2466,2738,3484,5266,12298
+,12038,10438,9511,12019,10634,29,1234
+,6088,9236,3644,8110,10135,8924,4519
+,9678,4819,883,1799,9196,4989,9004
+,367,3409,9974,8806,3891,11594,7056
-,1646,1330,6759,11068,2616,3726,2202
+,494,696,4075,9231,2885,6882,12117
+,68,2694,450,7836,12566,6056,6538
+,143,4258,3427,1780,2262,928,6185
+,5634,11128,5034,10747,4510,3818,11267
-,8787,9610,5818,9441,7304,6303,3100
+,9061,8167,5189,11859,1624,508,12587
+,611,8638,12251,2653,11008,2535,170
+,4617,7195,11663,951,8646,2174,3437
+,6528,4503,1605,4402,12744,630,7663
-,6130,10517,10657,12068,9016,8401,11062
+,7088,9511,5616,977,10648,5128,7249
+,12726,10506,12627,11639,6583,8691,223
+,6081,11542,12480,2303,11772,12685,12061
+,6646,3733,6378,6969,1793,1546,12188
-,8110,3167,6925,11653,1538,1180,5503
+,5504,1940,3787,12481,2219,9103,2095
+,4320,449,946,547,5271,6996,5517
+,3877,5131,10787,8784,1215,3887,1788
+,8813,1002,7192,1223,207,11951,3438
-,9455,10348,8844,8645,5000,12055,12751
+,12100,8350,1385,336,8592,10370,741
+,10698,7858,11412,6145,6643,3194,10721
+,3349,9495,9063,6166,1159,1503,1993
+,11722,5208,12537,720,11358,3308,1306
-,11983,1144,8846,9195,1066,12790,6738
+,255,3013,9590,5140,3832,5406,12105
+,4308,6984,6676,8014,217,4231,6619
+,8676,12656,9523,198,11182,12151,3386
+,11203,11004,9115,6104,1663,8430,3249
-,365,4515,635,12120,8064,12428,1963
+,8799,10445,1587,9874,2157,11379,8792
+,4657,9956,1884,6335,12662,4482,4420
+,8143,2424,7457,8733,5465,6981,8105
+,11716,11376,11807,395,2534,11014,6841
-,9225,12568,7383,1408,5680,2232,9380
+,336,5239,9137,3549,8408,12893,7117
+,11785,5626,6291,11001,9774,8527,7353
+,9550,12494,5497,5072,11439,2331,12052
+,990,11445,4654,2924,1890,10215,5540
-,9937,6736,5452,7232,7235,8671,12876
+,5842,1353,3339,6035,6825,9783,285
+,8010,12407,11020,10761,7417,9015,2830
+,4252,5179,11683,5952,7400,4653,3276
+,12451,2216,9872,12162,7909,11628,7605
-,8151,9895,7622,9627,4608,3107,2647
+,7124,11478,10168,6569,8377,1567,2604
+,7518,10782,2080,6582,2712,5934,7478
+,8018,11832,8683,5753,5557,12749,5465
+,1543,10794,441,1046,3838,12260,7849
-,12580,5619,9819,4319,11366,5332,8272
+,6110,10089,8170,6629,9014,3860,7209
+,8274,11207,9140,8961,6435,4431,12629
+,10014,10531,3105,11157,5508,12128,10036
+,6357,3688,12966,4359,3664,10021,2560
-,4375,7146,6570,10633,10265,9522,10858
+,6229,5955,6096,8998,4577,5638,11615
+,7630,5302,5247,9714,1172,4877,2559
+,142,9780,2388,9897,5724,246,10849
+,9704,4130,7710,1374,6909,530,8620
-,6670,6805,1478,4030,3247,12428,7085
+,10120,4488,9878,7734,9831,2367,1533
+,196,4085,4926,6939,7444,12174,1830
+,12758,3431,9166,2016,7407,11617,5974
+,9859,6057,4217,6354,1601,11423,5011
-,4244,11012,676,12978,4475,11014,1323
+,8816,9900,12362,11538,1326,8175,4922
+,7898,5992,10566,12424,11700,8757,6832
+,10244,12533,614,520,10148,1607,7406
+,12877,4785,8159,7332,1227,4301,4192
-,2785,994,888,2064,4820,9303,7752
+,5286,9818,3646,7698,2512,3200,12061
+,10371,11320,4107,11031,10490,784,6845
+,10507,11246,5611,8850,5829,1493,11521
+,2125,2641,6455,10854,736,7516,10050
-,10269,8859,10193,5963,1603,4388,9867
+,11760,7425,6720,1076,250,11275,6377
+,11708,794,5863,10373,9135,9143,8906
+,5122,3317,3511,154,6547,12954,9518
+,4000,7565,10003,3469,7325,37,5190
-,1204,8119,3362,5729,4086,8655,9773
+,9380,2782,3233,4645,1446,6195,8939
+,682,11724,5340,6304,9554,7792,7762
+,3917,3275,1318,10457,2498,4969,2521
+,9872,1055,762,769,3386,7499,6581
-,3916,5765,8763,12936,961,3158,497
+,440,2694,2673,5265,11893,9908,12011
+,5629,1909,2004,9582,7652,6076,772
+,938,6226,3891,9304,11181,9034,431
+,11819,4686,12444,410,11349,10130,2152
-,11142,11916,30,4756,3713,1269,9285
+,474,8129,6608,7974,5345,7309,9251
+,2879,11607,9315,5544,4046,6423,12414
+,10475,8228,284,10527,10759,3589,2344
+,6660,3889,7028,4870,8396,5383,3868
-,5894,3445,9867,4839,11779,2107,2061
+,4665,428,10740,768,9257,7131,5377
+,1248,6665,7020,10046,3502,9150,10187
+,6222,9260,11152,3923,8198,9364,8070
+,245,8771,9479,1054,5542,10066,1846
-,11013,2352,4354,4866,6256,4967,4219
+,11411,11568,880,4850,8084,1892,4313
+,9430,4683,8162,3641,717,2947,110
+,5474,7560,2169,9463,2589,994,530
+,735,7735,6606,6598,1843,7931,12865
-,5376,5218,481,2702,2164,8330,4512
+,11242,12916,4697,4833,10504,4152,3989
+,8518,7170,6939,2927,5904,6408,4522
+,11027,8180,732,8060,4035,6554,9635
+,12559,6116,2525,3230,4183,11046,9804
-,7972,11447,11928,8848,9548,861,9852
+,8563,1610,1144,6249,11720,6420,4594
+,9470,5469,12105,6428,2870,6256,6272
+,1497,3320,10675,9933,8842,12207,7261
+,5488,6480,11292,8015,1051,10564,2926
-,2001,3145,3068,1805,6858,12576,12545
+,12821,6645,12057,5931,4027,1890,3710
+,7081,5753,1921,2635,7699,11969,11414
+,9195,12452,4205,1906,164,9772,4400
+,11355,3858,3977,3405,6670,3826,1561
-,10127,11269,5562,6380,7545,8018,4263
+,8566,7347,8866,4958,12477,7956,3386
+,2243,2212,859,5044,3345,11856,2139
+,9516,7994,2552,9417,6239,9055,4854
+,4028,6125,11941,4481,7341,1466,440
-,11575,11185,8290,12901,10418,8925,5331
+,438,11640,4154,39,2408,8953,1032
+,794,473,5203,11951,4314,3549,11190
+,7650,6679,4519,12279,357,120,10689
+,4363,7829,12415,9686,12946,2923,2752
-,1208,4333,6750,1696,6967,3397,7296
+,5013,8284,12084,5660,9225,12345,3018
+,6808,11400,8812,11311,9448,5475,12412
+,984,3167,5641,3219,11463,763,11332
+,10923,9833,11676,6133,12422,7023,1986
-,5478,2598,10880,9249,2767,1238,8405
+,1844,4703,3795,11490,145,12768,7020
+,1810,1069,9633,1282,8870,1745,3439
+,9357,6269,4141,4064,2624,1231,6143
+,2627,7714,5472,3808,6130,12267,4225
-,2153,3587,304,124,7467,11493,5715
+,6293,1233,8321,9382,8378,679,2562
+,9276,31,10029,2506,2395,9161,1128
+,7741,6594,5327,10721,1756,587,1363
+,1536,9695,11,6251,4053,4785,5898
-,5251,2890,8819,7413,8661,11046,12135
+,3523,12983,12600,4744,7445,9204,9799
+,11301,4813,11731,12978,3570,4382,1919
+,4088,8664,7516,6520,12171,5186,4690
+,4977,4776,7906,4318,5171,4555,8998
-,1004,4423,1865,266,7872,3292,2412
+,4937,5742,12252,9083,1666,4950,8636
+,5108,11891,444,3981,2695,5367,2873
+,6530,12637,12713,640,6274,2944,5427
+,8775,3649,4481,6658,1673,2831,5586
-,12314,11359,10293,12921,8076,12930,8882
+,3050,6864,9718,7895,11233,2610,3699
+,11032,2029,5778,12858,11405,4247,7674
+,5337,1530,7305,9766,8889,4319,1533
+,4909,2006,4470,3682,363,2979,2322
-,11692,4302,8556,10903,4471,12641,8370
+,8056,790,1182,830,7430,9206,11723
+,8194,7832,1908,8865,6374,2048,7980
+,2961,6082,5858,1909,2821,4189,12211
+,5570,9038,4075,1746,6711,1941,8201
-,1864,2062,162,1606,5775,3916,1420
+,8597,7777,1834,11897,4056,4654,10288
+,9286,12003,10119,11243,7556,9260,9232
+,12672,7154,12103,12045,6774,7210,7020
+,10488,10925,7970,5330,2365,1240,8114
-,987,2479,144,6902,8018,561,2494
+,9939,9787,8461,10129,2243,3168,11235
+,4613,4629,12438,7647,1029,9028,10154
+,12424,12681,731,9009,5040,4426,6099
+,12291,11262,4255,12617,12178,6145,7680
-,5671,12491,8212,7178,748,3415,4731
+,7154,3966,2726,9238,9223,2187,6860
+,2588,3502,4106,187,9204,336,4642
+,7659,5608,12954,6703,8143,9306,8431
+,6039,4153,4417,2268,3339,2933,5582
-,12249,4494,7357,9309,10046,3711,10341
+,885,5241,6315,12033,3291,7079,9354
+,3112,6927,11666,3595,6096,380,1284
+,12897,9297,2789,557,7801,8694,657
+,9782,7974,5445,802,12696,8060,2870
-,5144,9130,11749,1863,12794,11689,7882
+,3806,9910,5268,2078,12815,1377,8961
+,8361,8527,2706,624,7173,10385,6277
+,8080,7417,4100,8769,521,10398,863
+,12230,300,5486,8682,12119,7242,1496
-,7451,10372,1148,9635,10270,10239,10609
+,3901,253,10281,575,293,5054,11108
+,12527,1749,8679,1336,12612,757,334
+,9178,9171,12557,12936,5710,9874,193
+,9793,12724,9372,12432,2526,6053,1849
-,12109,3393,3293,1446,9676,12555,3336
+,1980,3632,2999,7231,9402,12369,8391
+,8610,1704,8514,9829,12151,9098,9304
+,4293,11600,7470,2200,5014,7979,2429
+,2079,29,9755,11834,11343,10052,9186
-,6074,3846,5793,3500,3529,9513,11228
+,8390,12080,9225,4296,1401,3437,10013
+,6334,762,3921,4078,10627,5220,10699
+,5992,11502,1819,8254,2978,12045,9986
+,6458,11342,4498,1293,10063,2215,1864
-,12682,5937,3301,4434,1839,7564,11145
+,8438,3655,12530,4808,3067,1027,1840
+,7823,219,2004,11025,3202,501,3285
+,12662,2368,10482,4634,6449,11662,8762
+,14,556,2724,2529,7157,6402,269
-,6485,1628,10752,677,10979,5911,11107
+,8435,7128,11152,11855,9574,313,1604
+,5061,10734,10485,12403,12548,8534,2750
+,2432,7464,1309,6862,5546,12911,4001
+,9001,12346,2471,2680,4520,5691,8524
-,10551,4122,6368,5116,2176,11909,12901
+,2519,12641,155,5106,1851,10517,4138
+,1746,11306,8482,4935,4770,12162,5555
+,2985,10011,7519,1293,3321,9384,6495
+,1811,9224,996,3780,860,12506,5476
-,9353,6458,10739,6326,6262,2511,1271
+,10477,7235,12023,11919,5387,8307,3942
+,1068,4393,8777,230,2585,8561,9301
+,8647,8019,6216,8591,49,4563,1180
+,3998,3062,2515,7899,7387,751,9615
-,10359,5436,6497,10901,1568,2405,4592
+,10909,6896,11218,884,300,1429,10281
+,1794,4015,9904,2259,3170,8607,953
+,5049,5066,7438,9859,6090,4002,9637
+,2449,5108,6361,6235,2161,12350,9304
-,1340,10301,6649,960,1536,9446,12763
+,8234,4888,18,1176,7739,4814,4338
+,12694,4869,1356,2060,8440,1524,12074
+,6821,12039,3432,12814,12016,7956,6687
+,11418,12606,2111,1785,1033,2481,7412
-,1983,9930,9738,2979,7795,4980,3962
+,5652,5474,6045,11904,9426,9224,9989
+,1921,1743,4220,11629,520,12990,960
+,2748,174,9074,3,9252,8383,1949
+,9767,9726,7563,1067,3556,9565,914
-,3845,557,12224,12349,12925,2302,9581
+,1115,5234,2865,11785,2437,8879,1984
+,4135,5572,11500,992,3899,6790,8605
+,6517,6016,3446,2877,2597,6240,3969
+,8758,12955,10882,12410,11064,10763,11794
-,2186,10223,5505,8601,3255,8195,1956
+,11058,5165,12034,9473,4161,11066,3288
+,12194,7612,5066,1942,5783,11312,1892
+,4826,5249,1812,5413,7672,10731,6342
+,9270,10051,5691,2295,6976,11928,5632
-,4036,12915,2044,10474,12943,927,314
+,6289,10017,10972,4956,9063,1977,9865
+,10624,8667,4061,4907,7968,11920,9022
+,4783,6494,8748,4190,7940,12028,164
+,2381,10898,8444,77,3369,3613,8313
-,3870,9925,10408,12707,2208,10243,3887
+,727,10168,7939,14,478,12259,12771
+,4005,8203,12975,6724,2250,4297,5143
+,1957,5278,94,11560,9478,12145,3430
+,4914,1119,11096,12368,5629,11539,2887
-,199,714,9619,11018,3572,7983,4111
+,3109,11179,10286,966,8990,5145,5021
+,11803,2073,220,10127,12329,2780,6943
+,9649,10631,267,1369,12616,10803,4779
+,5044,4831,7616,244,10810,5000,5951
-,10335,2646,6649,12755,6944,10287,11044
+,10759,6654,12907,6872,6057,4948,993
+,7845,3546,10350,4446,12131,3910,4311
+,628,4250,11328,9087,6979,12315,620
+,662,7550,10510,4499,1286,3848,1329
-,9033,11610,7818,2206,4625,11933,2504
+,2970,11539,5611,10225,9691,846,11724
+,8915,6415,903,9997,12820,8712,704
+,8883,5344,9441,75,9156,4336,4210
+,5219,1207,8057,4057,6340,12667,7824
-,2242,5732,10709,7819,5171,1802,3044
+,6502,10287,5741,4812,2207,5959,1139
+,5463,1161,9047,8293,11810,8564,966
+,7073,4394,1061,912,2852,2503,9839
+,1479,8984,12389,2372,8228,335,7115
-,8233,8936,333,4235,12942,3276,52
+,11200,12023,3767,10261,8699,4282,8945
+,1355,5151,308,1719,1521,251,2930
+,7535,3611,9060,12044,9145,2348,2497
+,10966,7499,2214,8772,7434,1526,3918
-,610,3205,3690,6345,1631,11112,785
+,6204,8585,10161,2743,304,8518,10500
+,2356,12425,3362,1471,4103,9969,7207
+,9571,6898,8896,3088,6341,10551,10006
+,6126,4418,10724,11157,12334,7141,4591
-,10585,9575,372,11138,12978,786,10347
+,3803,10994,1544,5433,1237,11702,6267
+,10330,7690,7962,534,10403,2647,7755
+,11326,1689,7496,9709,4850,10997,10430
+,241,11837,7589,5508,6579,12125,317
-,594,11624,10272,7910,2439,670,2600
+,10987,4233,511,8433,11658,6153,7330
+,9772,9018,12233,4518,2197,1777,1251
+,11678,9165,7688,4652,1160,7028,6065
+,8028,1072,5672,61,6921,9812,7743
-,12297,6093,2994,10571,1615,10946,12436
+,10230,5212,7255,4358,12369,12620,1398
+,6373,3431,12309,1632,1405,12155,6424
+,5336,3243,10638,5250,7693,2284,2379
+,11307,4496,3212,4320,4419,2209,5721
-,12897,9297,2789,557,7801,8694,657
+,1213,11630,8342,4775,15,8667,5519
+,5725,12677,11453,7305,1007,1966,11411
+,6142,8417,11243,1041,1494,2328,11372
+,3969,12335,10040,8894,4328,12305,6957
-,4777,4151,3203,9434,3007,9895,10804
+,8572,11431,11387,3757,3558,4273,12053
+,12270,10746,5701,1244,6637,4247,1131
+,1644,8348,2521,72,1159,3909,11084
+,5283,12500,3110,12005,106,6014,290
-,9382,7052,8435,11369,9357,8436,8256
+,7362,6983,11774,799,990,11637,4327
+,3945,10736,1584,11113,6685,3622,6750
+,9996,9380,12093,3131,4086,2837,4661
+,12353,121,7982,650,5635,9406,1660
-,10235,12772,9325,6912,3693,11867,8236
+,9988,4477,5796,11570,9851,7868,11935
+,11319,11997,3277,8536,206,9766,3343
+,11509,10927,10264,2410,1093,2229,1004
+,6501,9247,1183,8330,7932,11124,12817
-,7942,10215,11291,8267,6886,4604,12129
+,6913,111,2465,4636,4275,1665,9023
+,979,12,8041,5019,5495,9027,6603
+,3324,10427,1911,7162,4585,10638,7495
+,6391,1990,2754,712,3330,919,1729
-,10702,284,12565,5589,12168,10890,1265
+,10895,2055,6641,11279,5937,5813,3533
+,7207,6677,1946,7719,851,11661,11750
+,5477,7922,5797,6439,11134,9234,10878
+,11281,10677,5076,7614,4248,6917,2486
-,6274,8645,10851,2748,10502,7912,4508
+,2780,4483,1489,6362,7489,9642,5083
+,1217,5946,8083,8948,456,1246,11577
+,3468,9648,6770,3269,6395,6076,8358
+,8310,3055,2760,8891,3284,2426,8100
-,5496,9433,6974,9094,11947,7833,4419
+,10283,2727,10203,11925,2469,10938,9610
+,7888,4697,9563,6278,8598,7605,2042
+,9217,567,8350,3198,11248,4931,11052
+,12386,6893,12079,5935,12651,6945,4553
-,4866,1079,7763,956,8709,9940,7956
+,12450,12102,1231,12358,6056,1062,6277
+,11688,1813,10838,1906,1978,658,11555
+,4525,7315,3733,679,1683,9240,4795
+,8041,9572,4935,10612,10518,3658,1245
-,5255,2697,9768,8788,6087,9579,11749
+,2114,8880,7759,2268,2196,12012,8720
+,8187,7917,6799,11589,443,9987,9456
+,5467,12876,8213,12653,10320,6851,9184
+,1634,7480,12745,2927,10254,3816,8441
-,1861,10382,9543,9332,4276,10256,4747
+,6687,2518,2769,3323,7533,10852,135
+,565,10480,3201,10701,1873,6009,1897
+,10447,1780,5549,2117,4659,678,2545
+,10839,1789,8098,1469,7730,11959,4521
-,8766,12471,1834,6760,3058,2257,2638
+,5427,3699,10457,12767,6585,7597,8409
+,10905,7566,1163,9852,9701,9040,156
+,4056,4319,12946,9211,8038,2877,890
+,12844,1711,851,3860,1018,23,4323
-,6733,7130,12007,3783,4270,1520,4669
+,5623,3647,3554,1153,178,3542,3585
+,2091,10805,10324,8538,6898,3251,8968
+,3247,7986,6369,751,6571,97,7161
+,9338,8793,910,9150,9547,7211,2
-,11880,6983,11856,8266,7688,9802,12729
+,297,11361,11881,5380,8051,3773,9935
+,10810,9645,6790,6666,12307,1232,8124
+,7258,11184,3694,8898,10885,1316,3126
+,4270,1113,11696,9113,4799,9897,805
-,506,8514,12604,11322,10444,3264,12496
+,9325,4778,9624,670,8101,5001,11765
+,12568,11479,3052,8122,11966,6104,6066
+,6129,3161,5762,9547,5247,9163,10875
+,1361,5769,9405,5788,7698,7007,11436
-,4074,3340,9767,948,9743,1733,10791
+,4648,5037,8130,12421,7780,7483,7375
+,5987,224,12955,4260,12395,3526,4279
+,9765,6626,7753,4366,8619,7458,9292
+,7684,1568,4024,12090,1647,1350,8014
-,402,5502,8917,3532,187,5140,12827
+,3526,11386,10758,12206,2854,9174,12047
+,5028,8227,11767,2543,4820,1980,11411
+,8889,3962,7698,5321,3454,1330,6911
+,4506,5686,4389,10676,10738,12967,4822
-,8820,1963,7870,11922,412,7787,4901
+,1793,10697,4395,5260,6752,3035,2881
+,170,11969,6931,10486,7308,4173,6417
+,8085,9194,12538,12124,10090,9032,1740
+,5443,477,9738,2932,2071,8097,2818
-,12386,6893,12079,5935,12651,6945,4553
+,8433,6954,10370,1100,694,4641,1354
+,9021,11851,1343,43,9662,7233,7720
+,4801,12684,5991,10519,935,8701,8187
+,7263,6467,10409,8829,2147,1314,4946
-,8902,5136,1766,2571,1729,930,672
+,5306,9963,1799,840,625,1071,3168
+,11448,4364,7893,11873,4301,9537,4305
+,4482,4850,9656,7087,1400,8439,12817
+,7099,8757,7221,6654,1539,3712,8705
-,557,12514,10492,12677,3613,9036,8751
+,624,11743,3798,10991,6959,7141,5966
+,2587,12766,11294,7135,3048,3062,6789
+,3000,5232,3245,8179,5840,1629,9923
+,9439,12058,5451,11004,10768,5870,9677
-,2968,125,8933,3094,138,10797,1832
+,2641,12732,7802,1540,12022,1766,8008
+,12350,7049,5424,3300,2404,8061,355
+,291,12875,7715,7196,1759,6357,2258
+,8750,10211,67,8950,4135,2241,104
-,12983,11526,7182,7821,2355,11755,9102
+,1261,11008,1195,1356,8726,12616,5341
+,6598,813,9697,6746,8460,1718,2389
+,8743,837,3024,5951,307,4103,3571
+,5126,12606,1801,8948,9930,10483,7112
-,1202,7773,6514,4065,12155,10169,10537
+,2896,3577,4575,12938,5248,9577,37
+,2949,7843,9145,5091,11145,1332,2212
+,2053,2821,3113,10705,2964,4950,7083
+,8394,11293,60,12712,8530,8234,3801
-,6821,12039,3432,12814,12016,7956,6687
+,5620,2933,8344,7618,4613,12772,4926
+,3973,8431,281,4158,1228,8880,10907
+,11729,3649,2109,6496,9713,4431,2779
+,9498,7844,3902,3610,3693,12859,6893
-,5864,8634,6878,66,9580,6436,12528
+,1490,7829,11159,94,4003,9832,2881
+,11971,820,11661,2737,7003,2444,9892
+,5418,9633,9630,5183,8758,681,4454
+,6835,1543,5378,10734,8294,4218,648
-,5154,4484,150,2944,11257,6343,6769
+,7448,10217,37,8563,7326,5560,5008
+,12117,237,63,2531,9776,7054,8590
+,4282,10001,575,653,7656,3347,8243
+,3863,1106,5770,2143,8912,6910,12590
-,8719,1786,4307,11672,2941,46,7625
+,4311,3010,6252,8536,11103,11348,6295
+,1574,4312,4333,4442,1364,11488,4658
+,1251,8572,5092,7797,8282,1416,2545
+,12387,7373,7087,1677,2062,6449,11452
-,3053,10007,8758,11194,10370,12655,4093
+,5262,1667,3914,9590,4817,3168,12901
+,2954,10541,7441,10570,5640,10519,2795
+,12659,12743,8910,7484,1159,1107,12273
+,3499,3080,5030,10888,1788,12420,11595
-,12996,768,9461,84,5316,10334,3884
+,10733,11103,245,5851,3241,12536,520
+,2871,2782,311,2401,12316,1316,4131
+,3579,6121,11796,4113,3098,2800,7210
+,6215,9971,11625,7125,6275,8870,2849
-,7177,10841,11733,12417,2832,7091,6033
+,8937,2836,23,10170,1099,2213,11
+,6279,9843,12732,235,6987,2502,10688
+,9421,7989,468,1689,6409,2005,6743
+,9051,2958,5457,1785,9876,8667,5412
-,9234,4952,7746,2548,11376,12531,2511
+,6165,1075,2702,4088,3459,6782,6468
+,4464,5798,8916,10221,5422,12703,7917
+,8449,6751,5423,4278,2279,1595,11195
+,10974,4149,5884,1642,6004,9401,11428
-,8028,1072,5672,61,6921,9812,7743
+,591,9798,7060,3902,2595,730,2766
+,8342,3693,7635,5495,3705,11002,5701
+,19,1116,9077,5200,10971,11970,5887
+,8703,1580,5468,2912,1543,2261,12566
-,1115,5234,2865,11785,2437,8879,1984
+,6366,12165,9460,5224,3072,9087,11680
+,8981,7538,8713,12091,2653,25,10004
+,7378,7614,9103,7575,5170,8790,7222
+,4292,7809,9385,3744,600,3895,10924
-,7666,9763,5752,6158,10513,4965,11098
+,7904,8171,8330,295,8707,7667,3188
+,12569,4218,9539,6773,1872,8515,6758
+,10640,5763,514,4436,1746,1444,12890
+,2011,3220,7999,3894,4352,11458,1374
-,8210,8780,7662,10270,1987,1168,10948
+,6454,1218,1675,5389,9255,2804,351
+,2798,12563,4662,2770,2898,11427,4513
+,12587,2561,5168,9427,792,6756,8595
+,6867,8531,4152,5727,10584,3462,7426
-,8697,4208,10523,8371,2883,5468,5407
+,5888,7445,10152,11656,12517,10589,11745
+,7176,5621,10664,2255,7999,4839,11004
+,726,9064,10057,7060,11404,1817,10460
+,1078,11133,11966,2374,1452,9568,9426
-,9182,8215,9975,3928,1464,1786,12329
+,7608,8445,9004,2685,9281,293,10275
+,12444,11357,9727,10393,12841,4867,7483
+,7879,1914,12447,11023,8680,7190,5414
+,813,4038,7322,4619,3453,5556,921
-,2627,7714,5472,3808,6130,12267,4225
+,12603,3802,7846,865,8137,8344,2381
+,9168,9979,8123,10526,12100,1461,2964
+,11385,8755,9404,11617,7856,2688,6022
+,1324,9707,9029,5700,653,8211,5327
-,4824,3182,2394,4812,10487,12207,9797
+,7355,2347,10167,12115,10814,1310,4096
+,3110,9088,7611,12331,6596,6367,8595
+,12040,10404,11341,5934,8158,7764,129
+,1725,6438,9160,1510,69,4419,3029
-,7102,11753,3498,6909,6784,271,5717
+,5847,2120,5700,11400,9088,10112,10482
+,4952,1252,9420,12381,12237,5068,3481
+,11310,11927,509,8183,6088,6598,3605
+,4632,8169,9742,12372,9539,10442,2280
-,5417,10252,4818,6121,6893,12564,7909
+,10143,10906,9392,2853,3592,11017,10999
+,11250,9499,5156,7877,6055,9550,10829
+,7098,6574,3894,6560,5250,11436,6037
+,5024,2785,8264,3805,2648,3113,11136
-,5472,3449,10669,3738,7901,3792,8410
+,8951,7810,1120,11424,1627,3177,6865
+,1836,7350,5478,2258,5386,7578,2267
+,7908,10333,10320,12651,10980,540,12413
+,11486,7484,1999,2791,10406,1761,1728
-,10871,5221,6896,1737,10917,10801,7048
+,10738,7115,7292,9000,5374,10636,576
+,48,12034,7775,7827,8883,7544,3825
+,5059,875,7638,5346,11226,9877,4763
+,9744,9143,8695,12274,3333,23,8620
-,5530,1269,8097,529,1660,12711,9618
+,3316,9775,6562,9052,148,1133,6918
+,286,7694,405,6059,9469,12630,8929
+,12276,4815,5208,193,9869,4566,2847
+,5922,12697,8266,2107,80,2016,2437
-,9295,1760,10912,4522,2624,1405,4168
+,11223,3924,5942,3722,856,1616,7237
+,5264,3386,6156,4755,5690,12533,9142
+,8078,6171,938,1777,6744,2775,3429
+,1096,12876,4686,2194,1653,5235,9695
-,245,8771,9479,1054,5542,10066,1846
+,12176,9729,10507,11354,5069,6997,349
+,4148,11404,1818,4010,3827,10071,949
+,7979,7351,5908,9234,4038,7032,11742
+,8164,3799,12164,9121,12365,4310,801
-,11883,11727,2440,8263,1090,12916,2467
+,5373,6633,294,1926,1604,1953,5729
+,12539,2682,3504,2860,7488,8669,11850
+,3183,720,5606,12272,4304,1794,1705
+,5428,9039,11075,9911,6865,8091,4673
-,3557,4781,1553,6171,11252,3848,1648
+,6500,12992,6957,1254,467,4362,7092
+,6996,8362,4379,1394,10902,11458,10161
+,2499,1761,8173,7764,3822,3297,6455
+,11445,4354,7780,1644,4636,9716,10991
-,8965,4927,11287,11730,3082,7275,5909
+,5505,2681,3228,8945,1773,11765,2111
+,6228,4016,9344,7534,10855,2052,10796
+,5805,3647,1026,1790,160,1013,5860
+,2183,8889,12867,3411,3533,4743,7820
-,5400,3106,1042,11788,1047,5776,3356
+,1610,6487,3513,5138,8447,12272,416
+,3665,8521,11248,6799,9879,3412,11717
+,3906,11858,9853,12755,7732,7874,3670
+,9350,1921,9136,10084,2398,7156,3869
-,10093,6207,1908,6884,12078,7573,4121
+,3938,2848,5772,11825,10423,8922,12662
+,7811,9422,10015,4357,1721,5340,8454
+,2801,4398,7958,2247,5022,550,4537
+,4792,4146,4755,801,1092,10992,4753
-,2220,9108,6362,8754,8491,9516,9454
+,399,2248,3369,8390,8322,6154,7624
+,8024,1043,4913,5498,202,8847,8297
+,11598,10482,7811,6550,9573,4156,5545
+,914,8040,8505,12776,9386,300,6906
-,2229,11514,7440,3782,12546,9480,7626
+,12793,12287,885,1722,7339,10222,4012
