OP,A1,A2,A3,A4,A5,A6,A7
-,6074,5335,8304,11776,12502,8513,5739
+,10520,3892,5493,12640,6267,1501,7415
+,4255,1745,6939,7507,5982,12133,5645
+,5383,8,402,3658,4118,1322,2386
-,4819,12526,3215,10960,11734,4209,12458
+,12756,8824,7326,9365,10141,11382,6705
+,6252,4166,9500,4238,8606,3722,10030
+,6799,3377,1419,11226,3764,8849,2862
-,2541,4715,6062,9255,662,4506,709
+,5037,10379,3860,1630,12329,1479,1250
+,12674,5572,12685,4227,7778,12498,3558
+,4904,8309,11789,9612,7888,1095,1795
-,3112,2572,7388,9071,2535,7634,6405
+,11401,9728,4686,7349,8891,7803,807
+,4542,4511,12586,10316,1346,9398,8647
+,318,8605,5790,7362,10669,12138,4787
-,7323,6209,9669,11657,6782,902,2354
+,10878,1083,4220,12807,158,1262,7484
+,1213,7350,1156,9996,1834,6350,663
+,5485,6570,4683,1736,3472,261,6533
-,9857,9014,3448,3444,10224,12924,9444
+,7106,3532,9798,10008,10546,3046,3036
+,5469,7604,7781,3500,7209,2515,9837
+,1235,5203,9123,6405,124,526,1897
-,211,8132,6374,3893,10982,9473,6157
+,8147,7721,9146,11274,1983,8332,12771
+,6516,4601,12607,6629,8081,1272,3702
+,671,1403,4111,4912,443,5304,8253
-,1495,11373,929,2828,919,10447,3224
+,12356,4350,3145,76,1925,6614,4690
+,3441,6306,9333,1200,11808,9,980
+,2793,8575,4718,5776,8703,3829,2946
-,4354,11290,12377,5837,1882,4392,241
+,6003,12053,874,5243,4411,4218,5452
+,6575,10058,12312,7880,3998,9279,5035
+,5144,12287,12825,9526,3989,1454,12287
-,12821,4119,7574,10756,8982,4119,2443
+,4780,10712,1035,1815,8330,7576,11038
+,8414,4140,6902,6380,12341,9838,5369
+,12313,12402,9057,4695,4803,10169,6986
-,1455,6676,710,3529,8286,4482,9395
+,4968,6682,11807,11322,8335,5272,10760
+,4760,3930,2718,9506,8421,8080,8333
+,11017,2884,5949,6287,3255,10862,6410
-,9082,8291,2748,8638,2444,830,7797
+,2127,5989,6267,5901,1355,11978,12692
+,945,2545,12300,10842,6923,9252,9043
+,7372,852,7083,10430,8478,5135,12601
-,10773,5322,1434,2423,12248,7375,965
+,2616,3626,6770,8651,8685,2568,5602
+,10415,9371,6018,10475,4278,7655,5360
+,11698,476,4998,1722,4061,8329,9300
-,11658,4828,10227,6556,12177,6172,4584
+,7688,10646,5304,12229,12025,6155,9537
+,11914,11057,7630,7532,5785,7492,3135
+,6592,12566,390,12720,12485,8300,10596
-,10582,3822,7642,8458,4883,1172,12978
+,11561,9150,1738,7020,3839,5010,9884
+,10031,4001,9610,8029,11047,11463,2274
+,11333,3557,2761,8405,2826,2092,9038
-,6208,11638,9278,2823,2546,9629,7280
+,10054,12278,168,10492,2775,4031,1284
+,4228,2405,5698,3485,1891,4519,9266
+,4481,6068,9907,99,12091,7209,5236
-,12410,12160,3588,1374,9733,11057,5705
+,7930,8973,1428,12434,5271,488,11168
+,10860,2012,11049,7133,8601,3951,726
+,11008,10277,8985,8598,12101,2361,5538
-,8079,11295,6452,1644,6013,833,4965
+,8557,7338,2950,1748,6262,9907,1814
+,6596,10230,9692,8126,11310,150,4559
+,4499,9925,5484,11831,10381,10098,7337
-,4775,3468,10043,233,3897,8103,7178
+,5512,5229,2488,3786,388,2663,10608
+,4113,5155,6216,10448,12734,9709,3391
+,12626,12887,12436,7223,9845,3989,2871
-,3554,6918,3771,4881,450,12965,7844
+,7025,2892,3441,2218,10836,2027,5328
+,5937,9852,10218,1208,7507,5652,3315
+,322,12374,3519,2869,1810,8175,1639
-,9816,1886,9750,11185,6723,804,2688
+,9675,10726,692,7510,8119,10327,6511
+,3220,1481,3917,5123,3040,10104,8480
+,7601,6368,9878,5439,546,4075,9293
-,4864,10303,6770,4113,11247,8627,2237
+,3340,11436,11318,9161,4789,666,8377
+,11441,3031,2681,7221,12677,12971,11726
+,8878,3764,339,10327,9419,3856,386
-,9531,9412,5202,1381,9638,11219,82
+,10858,12213,3783,7317,7858,11144,9406
+,10009,313,11535,9163,3766,9008,4540
+,9066,6284,12246,12055,12000,2211,8272
-,3591,4218,3649,4935,1460,8267,4033
+,1441,2847,3593,8258,9473,12008,11085
+,10296,4209,431,12347,4208,8236,4000
+,9429,5704,12648,10044,5762,3440,3164
-,3411,6302,12142,8466,1598,6616,7316
+,5604,8446,10537,2142,11611,9051,8157
+,1071,9117,352,10798,8046,3360,887
+,10007,841,297,6817,12937,4743,3069
-,4617,5363,502,7033,10329,2668,5259
+,5372,8171,472,3909,10923,1841,12713
+,8894,2260,8325,4774,10576,12313,1940
+,2784,4500,12658,2641,692,11036,374
-,7216,4824,5999,283,1267,10040,4803
+,12130,12775,8924,9874,10608,11799,814
+,6826,9463,8521,2259,4936,8623,8779
+,7506,2566,12418,3553,3503,8999,728
-,8886,4759,9824,1109,4339,10898,10060
+,642,4288,2019,3537,12842,12392,11701
+,1105,6520,3834,7508,7178,386,7033
+,6155,10923,4049,11869,3305,12963,7855
-,12489,1329,12479,8802,8125,3755,4724
+,12926,7306,12799,11117,10011,10905,6350
+,3688,9244,5158,9435,5004,11654,12895
+,9826,3905,11235,6848,2870,11627,2407
-,3824,4861,3415,3165,9160,10797,1454
+,9121,2609,6714,10883,957,11401,1717
+,5068,10358,4223,12093,3653,7019,4204
+,3290,2042,12885,4354,9794,6093,8719
-,12293,8524,6852,4357,470,8166,10746
+,6416,2893,7305,8262,1001,10845,5074
+,2212,3012,1288,8009,11367,5657,9871
+,7868,2532,1579,713,415,9040,2323
-,812,9922,2503,7452,10556,32,7381
+,7529,5010,560,10546,11363,9658,7098
+,8387,256,6683,8442,7968,3093,1933
+,5686,2017,7291,4793,11658,5731,2807
-,5006,7711,9300,3268,570,5796,5221
+,7640,4806,10219,5004,9820,11714,3387
+,7915,2145,1843,2010,5334,11816,7012
+,4865,10661,3711,9088,11736,2125,364
-,5759,676,3664,9267,4926,3895,2989
+,7634,6300,6534,12539,374,10781,3036
+,10715,5498,1982,1211,10318,12975,5418
+,7562,4856,3860,2305,2816,12075,6053
-,3006,10847,382,10922,1398,6419,10286
+,10102,9692,840,10851,10345,1664,2
+,11478,7434,5045,12976,12094,10177,7781
+,5423,5637,8420,12087,12340,9366,21
-,12162,9899,664,5337,7073,10416,11509
+,6234,6374,7573,6906,10569,7103,11756
+,6188,1511,5770,10495,1418,3333,7219
+,9520,385,3017,9350,12929,4673,1878
-,2708,5329,3143,1988,2214,7556,5341
+,3346,2616,8511,591,11058,4157,10443
+,6425,9067,12062,3206,11693,12133,12803
+,10334,7555,9866,10209,2301,8668,2875
-,4152,10742,7577,7429,6501,11704,5706
+,8555,7223,5603,8889,6256,12458,4279
+,1911,3910,7851,10599,3139,8586,3199
+,4398,12337,12753,5277,11858,8546,4179
-,9379,5289,3493,11209,8284,10436,9608
+,7670,3012,4721,10985,7760,5163,8710
+,1683,10078,242,7588,10997,9229,6908
+,2369,1996,4969,12762,8581,7011,5644
-,9883,2437,1931,5606,7482,841,11447
+,9303,1847,5149,7722,11767,12708,10655
+,12389,1790,2112,12518,3975,4987,4088
+,617,10850,7926,5094,1267,9256,6896
-,10049,9339,10970,11441,10546,8673,953
+,1278,538,3520,8295,3508,4878,3954
+,6703,10858,12911,3078,6743,1599,7069
+,12879,5252,8750,1082,10390,9444,9936
-,3372,12980,11138,5953,10966,10858,2672
+,11634,9722,3485,6808,8028,6127,8416
+,5930,11551,10529,1742,5089,8685,4558
+,8144,4857,11272,2475,3650,1460,3937
-,2883,280,4602,2619,8172,9772,2765
+,8200,1914,5165,1799,2971,2947,354
+,1507,6062,12587,7989,7833,1444,6072
+,2099,12393,12778,1028,2591,4615,3787
-,11634,9722,3485,6808,8028,6127,8416
+,4580,1878,10343,3551,5747,8196,2825
+,471,4222,5871,1261,3366,3746,12515
+,9743,273,983,6350,4626,8179,8852
-,2714,9805,8307,4450,9209,4303,12988
+,3189,6915,2144,743,8373,8161,941
+,1969,3618,2167,7926,12153,4972,9078
+,11207,1126,4554,6426,11421,3576,8088
-,5943,534,4567,1156,288,9412,12525
+,10489,4055,1444,3429,2668,12049,6066
+,10991,10500,2538,7695,6948,8847,4012
+,3345,6976,4063,4878,2713,10007,754
-,4684,2143,7708,6326,5173,3758,11402
+,11886,4989,3816,7168,3373,1074,5457
+,5958,8902,3016,1821,1876,1390,6329
+,7439,7562,7049,5324,9167,4347,12575
-,2356,11096,7616,5157,8607,12320,4406
+,3386,4595,7946,6434,11157,928,11454
+,5591,4487,10894,12833,1325,12611,1330
+,2023,1168,5740,8700,6411,2855,3304
-,8313,6676,3937,6600,4476,2938,578
+,10852,1270,2526,1990,9248,2648,6658
+,920,503,9054,3591,4821,6590,2562
+,4606,7468,11366,2160,10246,11465,11167
-,11486,651,10354,5987,1561,6898,12732
+,11653,750,9379,10349,10407,1207,825
+,5487,11657,7849,1002,8036,4757,301
+,275,7773,3752,12817,386,2372,5542
-,11943,8922,12992,4106,3288,2287,5413
+,8849,6104,4695,7549,9410,11508,8376
+,7823,5904,420,6635,10753,5952,9452
+,4532,9478,4854,6181,1627,3514,3374
-,6231,6324,7390,9916,4187,2855,11457
+,5245,10034,1692,8894,10798,10906,1102
+,10516,2135,6019,2186,6215,6801,2055
+,2397,3031,2875,5462,3709,6331,367
-,11873,6193,2639,4924,10468,3291,7064
+,3526,3255,1741,3163,2231,5683,7703
+,3137,8478,5315,9758,2278,10344,4435
+,1264,7577,5028,12055,9643,3652,10722
-,12219,9276,1168,10724,1912,2448,10356
+,7535,7768,11822,4035,4662,2689,8116
+,2022,7297,2320,5702,4964,275,5593
+,2199,3526,3635,11994,7075,6336,2948
-,5298,11385,10303,8536,5012,7207,8649
+,4035,4444,5466,10405,7655,1153,8467
+,5846,2307,8188,1133,12555,1121,2919
+,8833,10362,5114,3967,8267,12505,3915
-,12932,464,8349,6638,12027,11745,5280
+,6974,5445,8789,1474,113,3276,11208
+,10815,4409,3114,1670,3710,1791,1356
+,3202,8684,4962,3355,4115,3273,6487
-,3484,2099,5886,537,9963,7997,2354
+,1585,1407,4080,4194,4108,5832,6383
+,7389,12474,1919,4120,5596,3850,4210
+,4236,12474,12936,7617,4191,4503,776
-,5249,6936,5554,9199,5123,4161,10733
+,12548,3105,12746,4829,4299,5977,1601
+,7656,8166,12325,8198,10792,9843,8521
+,3683,5741,6443,3191,3652,6630,9434
-,1104,5644,3753,8955,6635,10488,636
+,961,11676,9485,6748,10008,5022,2145
+,2891,5442,6952,2991,5045,3731,6602
+,3516,9269,7102,10756,2631,7653,10459
-,11042,680,9031,947,3472,3277,9219
+,2930,9568,3370,12929,9853,629,11209
+,1245,5269,3521,1064,3773,7763,10376
+,8213,12194,2582,5173,12905,2834,11074
-,7285,4834,2457,8000,10412,481,8279
+,10571,12100,11708,5924,11774,7523,9462
+,11412,931,4771,10974,4978,10839,4058
+,11153,4523,3196,10295,1521,11736,2223
-,9309,2237,180,11042,11035,3150,5293
+,7004,6334,1351,2948,12958,3279,10511
+,8449,10655,8478,7013,551,10735,3810
+,4557,1065,1126,664,12285,9975,10797
-,12995,11353,11787,10604,4000,12903,1734
+,6223,3361,5949,2058,8054,5278,455
+,7158,7662,6400,5740,3287,6765,7151
+,882,2860,8955,4987,2716,11246,2520
-,11287,12589,9845,147,9547,11446,9357
+,2738,9884,8561,3828,9142,9224,6719
+,2769,4326,2952,9817,12594,9070,1482
+,6026,6621,9352,353,11914,681,2539
-,1982,10299,7303,2601,7499,12960,7597
+,7789,12803,4044,7017,2187,9775,4397
+,6978,8762,594,454,5653,5067,3974
+,11592,6343,9911,11308,1294,5500,3043
-,4398,12337,12753,5277,11858,8546,4179
+,5346,5879,9502,3630,4323,4522,8505
+,4623,10472,3857,6251,8174,1940,12894
+,1770,565,3782,7540,6234,10742,12085
-,503,9329,7024,4829,6769,1852,2742
+,8136,9865,115,4919,9124,485,10773
+,1846,11049,11188,8742,12768,462,3832
+,4466,5356,1215,3401,8905,11473,9818
-,719,7313,7368,7397,9420,5161,11261
+,12735,1639,6318,8522,3017,9120,1254
+,6572,6427,7580,7635,12915,12327,8829
+,291,5578,811,12358,2625,12581,9346
-,7785,9390,12390,5787,8913,4877,10365
+,11570,10043,2045,7361,5596,7461,361
+,2449,5976,6898,2868,1616,9940,5823
+,5355,5678,11504,10868,12644,1756,3582
-,5285,9334,7313,10809,5068,10719,11031
+,1045,12445,9132,746,11777,12016,59
+,4506,12787,6368,1959,6187,12522,9898
+,11531,9471,10000,11277,5831,12806,2278
-,9640,11515,2765,11940,8522,11826,7660
+,10043,3404,12682,4817,8634,2063,5526
+,8263,10953,6809,8823,4238,2672,10309
+,5198,12394,6140,10936,3748,1514,2992
-,10894,3568,5333,5176,1128,9745,1275
+,9047,6089,9532,7316,5753,3959,1613
+,7310,3658,5578,1577,7673,135,3780
+,2498,12825,8025,9809,2484,2881,9394
-,4681,3055,12485,157,6336,1380,10828
+,10616,7111,4435,9209,12602,12451,8443
+,10556,12044,8133,4104,9426,8181,12114
+,2822,1965,1423,3726,2537,10757,12620
-,12244,12935,11387,11068,135,5269,4734
+,1222,5023,12632,9936,6993,11121,8926
+,3234,443,7853,3924,6076,7601,5669
+,8913,11602,10384,4195,10520,4407,2447
-,7260,12805,10386,5770,4979,3496,11231
+,9592,1433,6019,12822,8365,1344,3235
+,10841,6337,1310,10390,7476,7404,1693
+,8579,8560,1051,9906,11541,2603,2319
-,1185,3307,12667,7219,11979,1297,2845
+,3987,3740,3080,3519,1821,4279,119
+,10400,10954,12791,10957,2104,1969,3522
+,6095,10937,6491,11414,3952,1832,12729
-,8427,3356,462,5525,4263,3598,8833
+,4504,810,1043,511,8470,10550,1729
+,1925,12228,7632,11223,1498,11282,10581
+,3597,8074,1470,9822,1024,5671,10975
-,9280,10398,9246,10736,11532,7645,6869
+,5477,4022,213,12117,4851,3818,2526
+,10285,10337,12310,7358,9654,8249,10805
+,5085,8250,5323,8521,227,7237,7534
-,3204,470,3922,8462,10912,166,5846
+,12675,8169,1550,9311,5553,12511,12337
+,4530,468,5253,17,3214,5644,11813
+,11612,9387,2041,11468,8217,5383,1637
-,12130,12775,8924,9874,10608,11799,814
+,1822,214,5153,5947,10162,2510,2040
+,12121,3407,2430,454,7775,8574,6558
+,7682,934,6574,9285,5786,9591,4091
-,11174,9677,11037,632,6905,2024,5033
+,8990,1110,385,9609,1631,10397,1305
+,468,8348,7751,11176,9452,12140,8508
+,9785,6654,2218,10555,12453,9701,6093
-,8518,4400,2325,10209,11946,11418,12912
+,7826,5150,12108,8882,11620,4446,11121
+,122,10230,10811,7607,6036,1695,392
+,2889,3,4003,7888,4167,11799,3993
-,7047,4031,11855,6334,4629,4648,3086
+,7482,7820,6283,5828,1385,7165,6004
+,10224,2702,2598,10631,775,9071,270
+,8031,6221,8230,6256,5983,9908,764
-,4337,8060,11092,1470,8461,335,1107
+,9442,8006,6734,11104,1566,6878,1498
+,4689,4884,11570,11768,1056,5218,11871
+,12449,5955,5448,1640,8934,11095,11734
-,1088,11603,8190,1387,9111,11260,12415
+,4502,11869,7339,872,7955,6593,9760
+,9392,8158,3057,11877,5651,693,9833
+,10538,11909,10338,2618,8015,136,5271
-,8718,226,9201,10098,9449,1148,10376
+,5674,10190,4292,8965,8089,1611,12175
+,4434,5551,2501,6606,6811,4885,6477
+,834,1753,912,12676,2785,6481,6848
-,8035,9108,10132,3554,1610,10359,913
+,4970,4666,10820,8393,235,6953,10388
+,11660,2234,2439,8633,4095,2474,4645
+,6558,2335,5552,10130,12213,9935,3579
-,4312,7255,10057,10644,10350,7846,9270
+,5074,1477,10379,6116,7537,10711,11838
+,10564,4067,4885,2844,9806,1439,12236
+,6823,5876,1288,4925,5233,7405,1916
-,468,8348,7751,11176,9452,12140,8508
+,3056,6698,3104,4900,5666,3519,496
+,4567,9369,11360,2645,9080,3738,2384
+,8598,512,2206,7986,4141,4711,1038
-,7060,759,1055,12384,543,9540,4790
+,12867,3094,8289,10962,2181,4981,10704
+,6909,6372,11396,6132,3893,3217,9112
+,3444,8712,11480,6449,2009,3090,5924
-,11769,2852,11381,12461,4570,3615,12669
+,8772,3986,10816,4799,11367,6417,8091
+,6679,11958,5109,999,10361,1454,1716
+,4297,4336,10818,7839,12558,5103,77
-,5304,9110,3021,3259,11923,10112,11138
+,7514,2208,584,5614,7751,12155,1169
+,92,12228,5855,152,12910,11446,6594
+,6821,3362,4528,11048,10678,3860,1750
-,6578,2173,3428,1801,3687,5850,9877
+,9352,5791,6894,1578,2796,12270,10806
+,1251,4643,6866,12777,2553,10538,10974
+,3100,8395,887,109,435,6656,10470
-,3797,6162,10296,5620,7968,4775,11494
+,3219,4605,5354,12607,12358,6533,7032
+,1987,4444,7031,4800,10295,1565,12617
+,8864,7565,2275,627,12672,159,9910
-,10896,9596,1083,4784,11853,2233,2872
+,551,1247,4639,6730,8024,11898,10115
+,10549,5959,8828,3337,5061,11065,6032
+,11630,7982,8200,10193,2949,8216,12491
-,3717,6774,1858,2953,750,1389,2735
+,6329,236,7553,7971,6871,11916,9853
+,8165,9090,9368,6803,5030,7525,3032
+,8859,700,3408,5194,8936,2989,10495
-,7691,5620,12903,2150,9504,12217,10208
+,6130,4651,4707,11980,9071,7920,1574
+,1349,2813,10431,1694,2774,9393,8177
+,10898,11531,915,8053,12061,394,9331
-,1349,2813,10431,1694,2774,9393,8177
+,6602,2259,6798,4298,2001,7849,6642
+,192,4194,8415,2535,4253,7535,8466
+,3838,12927,2890,5127,11185,10391,6295
-,3,72,5451,5171,6456,243,6211
+,9663,1470,12054,3458,176,3160,805
+,11688,10309,2294,5527,10097,2448,837
+,4119,7676,2498,2507,593,12505,38
-,2535,8293,4686,2537,2394,6757,5066
+,8270,3628,1107,12408,7899,1581,5811
+,2887,12333,11663,5353,9890,5225,10616
+,6751,3587,502,1230,1755,7586,1801
-,2870,8220,123,9177,10486,900,9893
+,2280,7245,2086,9036,7974,1645,8020
+,2011,4573,3920,10384,1693,8048,11933
+,5286,8842,291,6045,5457,3616,7031
-,1578,6355,6683,4006,11266,10866,11999
+,10034,6354,11778,7205,11676,8279,5212
+,2556,4064,5153,11950,12788,1296,11725
+,3675,2393,11606,7755,4948,7440,8885
-,3188,7935,2419,2448,2806,2220,8795
+,12155,4564,3100,12544,4659,1211,11387
+,6618,329,10711,5309,10693,11668,12478
+,1743,3660,12309,8215,8740,6683,818
-,8927,3703,5681,7779,4423,10549,9355
+,7392,9891,152,7578,11330,8831,9864
+,3442,10351,12761,12049,10380,4366,1506
+,6237,5952,1298,10248,5818,9974,7060
-,1990,4798,12297,10030,5843,3441,1727
+,3274,8579,1396,10168,11837,8766,5864
+,12580,2708,1857,1532,2559,11762,1125
+,740,439,9880,6458,9750,3955,711
-,3683,5741,6443,3191,3652,6630,9434
+,876,3283,11012,9533,11375,8170,8078
+,11018,198,12148,8958,12352,6135,3302
+,5460,11628,3081,10825,4861,1454,10587
-,7514,2208,584,5614,7751,12155,1169
+,1919,4497,3650,3050,5558,10454,4385
+,1338,12832,130,9536,2756,11268,7974
+,8543,5271,6830,2590,6652,5012,8518
-,6633,11258,9410,9135,3009,9095,7050
+,9991,9474,5803,6226,5972,10937,11393
+,3001,9139,2755,9407,12205,3750,6647
+,6870,1432,10877,3629,1664,1306,3150
-,8786,8665,9183,6433,685,7210,1412
+,2376,7438,3445,10160,9607,8091,9713
+,8964,10860,5874,12561,2152,7374,7619
+,1542,6408,3293,2837,307,3939,10848
-,2377,7325,1768,8620,6623,7342,6132
+,8639,9429,1949,2719,11749,2389,7035
+,3945,12226,2652,11043,168,8807,2499
+,11164,5130,11971,4236,9744,3384,1113
-,4697,12436,235,4952,5763,4315,11868
+,8027,4324,1196,50,10302,2312,2389
+,4944,10223,143,5079,4569,4124,362
+,8629,5830,8547,8777,1821,6584,7676
-,3561,2310,4131,5014,5351,6999,12381
+,10392,2768,2996,2510,5624,9933,2197
+,7175,8338,3645,5286,2737,9327,5740
+,6756,11619,4330,7644,5337,9572,4552
-,7268,7073,6654,10335,11301,2499,5181
+,394,7026,207,3857,1399,12012,4630
+,8231,7718,127,3989,6240,6557,6899
+,9445,5295,9946,8818,12582,4304,9094
-,10601,5736,10853,9329,5801,2369,50
+,2928,10224,7605,8060,3243,1848,12152
+,8566,10440,7481,9097,6586,11420,3102
+,10711,9348,3519,4323,5501,11160,5968
-,483,153,4755,1650,3923,12961,9956
+,6387,2773,6731,9485,5722,8775,12722
+,3482,6202,4824,10888,2160,12267,2709
+,6901,9360,1960,678,11739,6092,8745
-,7373,882,5370,4705,546,1072,6957
+,41,2552,6421,3851,9304,10364,2204
+,10067,11006,9884,10558,5000,2486,8457
+,9627,7063,7257,8274,3624,1245,8802
-,8075,809,5777,12859,4692,7383,9495
+,3527,10530,7021,7690,12673,4257,10074
+,3420,11780,4851,2621,8474,4677,9829
+,2425,6495,12816,10881,347,3697,6183
-,9307,11977,6296,11240,3245,3560,10538
+,2325,4434,11357,6508,12833,5228,472
+,5526,8279,156,9329,11341,12447,5574
+,11296,5485,1493,3112,11561,587,4977
-,426,2234,9963,8258,6851,12649,9073
+,2177,9467,374,10117,4963,5732,2701
+,8943,10624,427,3298,12703,11398,7886
+,12794,5157,12918,7753,7252,1298,1808
-,657,2065,9353,8035,6509,1786,10105
+,2919,11881,4053,7274,5006,6073,11771
+,9408,4915,490,741,2009,11608,6453
+,8012,5234,275,6297,844,11551,6678
-,8520,11993,5796,1088,6983,8367,7749
+,2080,374,2607,4210,6644,5164,2227
+,7602,8400,9949,6320,8653,5472,9696
+,4263,1085,405,8584,3973,540,5129
-,5229,10936,6021,10191,9536,8979,12527
+,9962,7857,7354,4065,12142,10002,9364
+,8769,1242,868,6466,7130,8058,2039
+,12455,699,11839,8267,12164,8618,773
-,7388,5102,9692,3624,9728,878,9289
+,6838,1753,5413,9047,12125,10632,269
+,4597,7418,5456,1127,4620,683,8089
+,12248,11288,10339,10845,4232,918,5747
-,2877,4516,10958,7241,11685,3663,381
+,11240,1592,12364,4712,135,1560,2016
+,4081,11638,6449,12067,12581,11057,9880
+,7455,11887,6321,12335,709,8083,10934
-,6844,8082,2335,761,6620,6869,1412
+,12688,10271,9260,3992,10343,4673,9879
+,2401,3410,2899,3088,1405,78,4023
+,12649,7206,1074,675,6926,9549,5721
-,7723,10817,10054,2211,10520,6916,2889
+,9742,3909,9160,10169,729,6289,9631
+,4986,8264,1403,2920,1760,4164,5876
+,5905,2782,6228,8698,3281,2710,7878
-,9356,12252,12684,2056,12380,12408,897
+,376,5019,5825,736,3121,12395,6669
+,5352,11755,9340,3225,2909,6731,8014
+,1965,575,5002,10255,5468,3743,209
-,2190,4464,6740,4308,9468,7665,9479
+,11626,2521,12768,9328,3269,7503,11212
+,2017,2129,10775,1686,10176,9626,12741
+,4599,1161,8531,8212,10304,5076,8008
-,6025,3606,10760,10327,1306,1166,9240
+,9048,8505,3307,9224,12014,9316,11586
+,1165,11432,3511,5985,12588,12249,10531
+,10835,1202,9574,5787,2435,8940,11972
-,2073,12220,1135,2695,2253,3575,1562
+,2779,3507,12652,7555,12611,3916,10134
+,11385,1764,2793,3868,1115,7518,4423
+,1958,12804,3876,9981,4836,9966,1572
-,12315,11062,7853,7184,2237,122,1799
+,12015,4771,11450,7588,821,10958,6212
+,1953,10066,11618,7200,6802,1262,9662
+,8884,12856,4703,6237,12373,6756,7105
-,9827,10086,11464,1900,12899,7018,2834
+,7366,3752,4430,6218,288,6221,10156
+,4200,7864,10844,4002,8775,4576,5408
+,1944,5543,2783,8029,2384,12674,1600
-,1431,9713,4358,2996,5955,8218,10491
+,4672,8862,5751,12465,9947,1404,12537
+,5234,7894,35,11613,2663,483,2930
+,9508,1000,4215,8083,6882,154,11110
-,6918,10775,4386,2778,5558,5603,631
+,11507,12314,10025,921,490,7112,4034
+,12418,1067,9913,4108,10622,1028,6668
+,9580,2799,12714,2551,3854,9084,727
-,8111,10539,1740,649,3659,9413,379
+,10923,3432,4148,9219,12122,5815,7118
+,3975,6970,9102,3188,12489,5836,11691
+,9101,5084,4790,3980,10739,2417,10125
-,10606,9959,609,6005,7756,3034,3405
+,10672,1810,351,11061,7769,6556,12300
+,12828,12207,3200,1271,7084,508,2142
+,8896,1463,11757,2878,10399,5809,1942
-,10842,2432,11706,8357,1097,11215,7461
+,4072,11193,8221,6157,3811,10087,5405
+,9513,8902,5215,2845,4228,12405,552
+,6639,885,166,937,1665,5230,11893
-,3707,108,10798,7267,1188,5835,643
+,6480,972,5879,8105,3984,3397,10310
+,7604,6924,8138,12379,7300,12168,10351
+,5235,7117,4215,5617,4309,2646,6116
-,10860,2012,11049,7133,8601,3951,726
+,5481,563,7826,8019,5633,12671,10087
+,10590,7539,7127,12684,4409,3062,5878
+,8619,10985,3390,708,3668,2133,2715
-,10621,12019,869,10139,12955,10035,6645
+,10469,3537,12797,8115,6041,12814,7443
+,4745,9804,8839,2819,4232,11767,10495
+,3281,2818,11389,11661,1591,5511,928
-,6779,3742,3083,11278,6970,5768,7328
+,9535,2572,6637,8394,5446,4459,7978
+,8887,5818,879,12603,9877,809,1314
+,4173,9980,11018,12369,8144,6654,4712
-,4801,10774,6038,877,4827,4577,9604
+,11012,6002,6462,5901,1341,6265,5007
+,2862,11900,8565,2935,7730,12041,11150
+,4267,12651,2958,1939,5404,1498,6911
-,9728,8167,6347,599,5767,5912,5625
+,2515,6207,9560,4549,9691,8075,5046
+,5874,6611,11974,3331,7684,3369,11457
+,10211,3784,9557,5281,2053,8772,9439
-,2912,6411,7889,8563,10793,593,9111
+,1199,2415,10103,12559,10312,12267,9547
+,8731,10854,8914,6457,12731,10137,12070
+,8157,7286,8053,3262,2330,1796,4702
-,6773,10072,3483,7497,8059,12181,8894
+,2864,6475,1999,11300,3314,2834,3046
+,8037,9582,1561,3519,3420,722,16
+,8422,10461,365,12751,11645,9063,378
-,4813,8659,3655,73,9816,12959,9841
+,10731,829,10400,54,8777,4735,6477
+,12619,10168,11357,27,1631,7478,6957
+,3770,10248,12816,1072,10313,8807,7089
-,5040,10306,12584,4068,852,4886,4499
+,4942,5825,7281,8380,10550,7146,4770
+,12345,9268,3355,856,12467,1669,2729
+,5879,7821,4194,7627,8661,9166,9106
-,4357,10074,4544,9642,1191,1703,8947
+,1826,4023,3620,12264,3272,1394,11952
+,696,6060,9672,5095,1731,8591,4680
+,12858,9087,10311,5606,3879,3038,4419
-,4423,10187,821,9954,6897,3536,9566
+,12201,3493,5450,8781,1928,9140,11032
+,4918,9628,7294,7365,3293,685,1968
+,7813,5176,4417,3646,12037,7176,7932
-,6016,5509,807,12220,2706,682,7498
+,2588,7923,5738,5513,5323,357,9764
+,12739,7635,11892,9134,12135,5701,12805
+,8400,2980,3719,4917,6851,6387,1178
-,4050,8993,3690,5190,132,3537,704
+,11409,2453,2917,2933,5350,10539,12820
+,8401,2785,10266,5140,2647,1764,7616
+,4464,2673,8378,9866,6625,9550,4643
-,6213,2486,1482,2394,3214,5408,12121
+,1574,4438,9997,9752,10138,9170,3869
+,10939,3094,8710,12350,1465,12100,8372
+,573,9930,7901,8251,9398,4446,9691
-,7069,10045,8922,9855,316,8506,1113
+,7639,182,4988,9619,5451,5558,11634
+,10641,3357,3065,6396,2324,7435,12128
+,6791,6249,7490,1376,2724,6180,2677
-,11207,1126,4554,6426,11421,3576,8088
+,5420,825,9986,1729,6998,1573,6397
+,3984,7360,9951,6628,5980,12038,2589
+,5832,4291,2339,7572,1085,6431,5571
-,2497,7801,1208,4473,5632,4781,4298
+,9378,805,6333,325,6945,11365,3442
+,12328,10845,4510,10095,2513,9187,10599
+,2483,4929,3581,3450,5634,10932,1224
-,12181,1841,2106,8058,8003,7837,11854
