OP,A1,A2,A3,A4,A5,A6,A7
+,12138,3476,340,11926,2512,1014,8088
+,2752,12595,1598,862,2814,12829,12422
-,1962,1675,2163,9957,9782,1476,6469
+,12553,3149,6031,769,8539,2723,5254
+,960,3923,9062,12456,10528,6295,9080
-,3600,11893,6213,11130,10227,10297,5532
+,12964,6469,3988,11573,7192,4638,11446
+,7997,1355,5917,12422,4394,3828,6076
-,11087,1680,1431,967,12378,1140,1023
+,7686,277,7294,12056,1784,5601,12899
+,12752,6401,11611,9597,5008,8643,1386
-,3071,9347,261,4841,11558,7303,2799
+,8959,3843,1556,2054,10997,104,12309
+,1579,2462,2683,2893,343,12419,7913
-,10209,9409,10332,3887,10395,9672,2315
+,11936,1278,396,76,6882,5283,11153
+,10060,8691,8565,94,12497,7329,8735
-,6185,7597,5782,5945,6544,8250,9839
+,8381,5336,9885,12947,395,1074,11232
+,12483,10401,3747,0,12225,7074,9035
-,10981,11278,98,8802,10,12617,4807
+,3361,8533,6541,9753,7326,5599,8552
+,7737,9445,5931,12224,8204,1850,8724
-,7597,5743,8588,12504,3976,9011,378
+,2851,11744,3950,9018,1124,8937,10052
+,12102,10406,4441,10647,9554,6203,3242
-,1130,384,10987,931,5230,9942,12645
+,11966,10238,9180,1494,6384,8821,10301
+,12507,1462,3271,965,3686,5316,4494
-,7811,5995,7199,7441,2932,11570,3871
+,12339,12546,10998,7916,1725,4523,9124
+,9287,12827,2309,6525,3552,1141,7706
-,3745,9542,7495,2785,8354,1756,1413
+,5915,5004,10857,12075,12229,7719,3910
+,8884,6142,588,3915,608,4745,1220
-,7486,12254,11466,12512,11087,3174,12446
+,5771,1080,2802,2458,9662,12016,8512
+,6413,681,10463,10831,10653,6712,4568
-,2671,9946,6378,4264,72,725,12461
+,7121,3761,9228,10420,3894,9387,12065
+,4897,265,2899,2903,3781,5885,6831
-,614,12282,2468,2162,6648,8129,9138
+,9041,1309,10614,2293,12476,6893,5308
+,12053,8013,1133,10860,84,8172,3992
-,3851,6617,244,10895,10601,2768,12973
+,12766,247,11863,1231,8095,8642,2863
+,9814,7446,1280,2057,2201,5355,7142
-,9277,7276,9745,241,293,185,2455
+,4912,10109,1487,6928,12060,9403,6459
+,921,4040,11686,8625,5945,11950,12969
-,11000,2548,11996,2647,6579,1443,180
+,10230,3519,3980,11177,10128,8851,11786
+,5645,1322,9489,12040,9402,8378,3505
-,4549,3031,106,10328,10324,10611,9021
+,1925,12653,5663,11568,10702,1594,10102
+,1211,6599,11625,11189,5557,7940,4047
-,9041,1309,10614,2293,12476,6893,5308
+,464,5219,5741,11166,9704,8054,9172
+,8486,1474,730,3601,9255,5672,3129
-,7755,2096,3570,9783,9902,1220,11761
+,9443,9182,2538,334,3752,8651,12788
+,3971,5314,3734,6556,7405,8639,4350
-,6399,9606,6587,4238,7217,11345,4938
+,772,11421,1338,5200,2741,2067,5931
+,166,9559,12085,2293,2031,9318,11000
-,12396,12,1945,8000,1272,9339,6982
+,5779,4975,10740,7294,1033,8194,5417
+,7861,11978,1836,11472,6226,1922,768
-,9303,6542,1145,8049,12137,6370,8465
+,2639,1952,658,4337,12079,774,5389
+,8660,12302,4241,12875,1912,9472,12392
-,2056,12289,10581,996,5851,7290,12104
+,6611,7958,1778,7980,3023,2372,5328
+,8968,2598,2365,4068,3773,3423,11776
-,10961,2469,1161,9953,10182,921,179
+,4322,483,5387,11105,11148,4197,4186
+,8088,10235,12059,8209,11951,4089,957
-,12190,9290,11296,7222,12366,12619,11481
+,10464,7170,10611,11406,5589,4278,1783
+,6342,6555,11785,2493,1538,10272,9771
-,1934,9349,5197,7506,7579,1112,12665
+,3849,12544,11995,1663,1188,10637,5681
+,11167,9076,4190,2446,12073,9917,415
-,3537,7754,2724,6372,3511,2120,2525
+,1853,8673,3378,12049,7435,7445,6767
+,9421,8498,2613,11050,6010,8352,4584
-,6550,5057,8295,8775,8453,8100,6855
+,1080,3451,8925,12347,8191,7447,11117
+,6375,7355,6345,4141,117,3294,7499
-,12684,9262,1661,12659,5803,9107,8958
+,10354,2767,2551,8264,3946,5019,2495
+,2849,3197,9887,6311,1395,8247,3595
-,1034,8390,8144,2595,7269,12948,5401
+,6401,5869,10684,10085,8653,4333,10952
+,5722,10801,12239,700,5987,7371,6455
-,4296,5609,10478,12218,7129,4181,11534
+,3831,7829,5800,8397,7254,8642,10509
+,11555,8301,5146,1589,5958,4326,12488
-,10632,9150,8048,8830,5841,9431,4841
+,8427,5476,10448,2294,11963,10960,12904
+,4000,6065,1702,723,2094,6779,10932
-,10115,9000,6411,11533,11438,10381,7295
+,8118,10964,6008,7997,10815,12090,12411
+,7530,467,6560,7623,2656,11639,11652
-,6969,10386,7765,9700,7239,4145,10696
+,10357,6270,8902,7021,7943,5005,10518
+,10930,8429,9925,12040,11479,8230,4322
-,11693,3859,4611,11935,3891,1649,4175
+,1419,11655,2537,9085,2110,5851,11594
+,5357,8480,1517,4376,4692,5435,6197
-,12959,1004,1054,12614,5914,6174,1200
+,12651,2178,2735,10971,927,9406,2111
+,10679,3864,12629,6065,4795,4770,7982
-,3926,11144,9168,1999,7708,8300,6016
+,7149,224,12125,10002,12386,6105,2999
+,10888,12065,923,9006,2909,5276,260
-,8192,6874,5956,11451,3790,10586,1293
+,6465,8642,2884,4482,9302,11965,8000
+,12715,1584,33,10000,6332,4882,8279
-,2058,1520,2822,7813,12297,1194,1670
+,7705,3479,4522,10242,4273,7350,5069
+,12523,2790,7738,9832,8882,11977,5665
-,9580,7370,7429,1280,8082,649,7095
+,6673,1111,71,9345,1785,5376,4605
+,2966,4744,272,8063,12050,12414,1455
-,5845,4444,3441,2472,8137,7746,617
+,2406,5375,11722,6788,12795,3224,12915
+,11024,11530,10980,2812,1524,1211,8813
-,5921,1366,5016,10383,6253,8940,5338
+,1507,7783,1057,10048,11468,9144,9073
+,5363,7078,7699,3210,550,1,1142
-,2998,3059,8930,3811,2159,1598,6172
+,1902,6656,10127,1154,9613,11484,2438
+,10311,12349,400,1950,713,8793,12617
-,11695,10145,4852,5317,11328,248,1079
+,995,3592,10095,4866,6554,5921,1221
+,5338,529,4743,3946,2556,6792,7798
-,7,11174,6423,8596,5307,12348,3246
+,5868,7770,12700,5085,11464,6810,10074
+,3113,3900,680,9096,3381,6540,7192
-,2406,5375,11722,6788,12795,3224,12915
+,8889,873,9505,232,11137,6359,7808
+,7515,7194,4681,3507,11327,4871,4439
-,6536,2663,5612,10809,5470,9054,4941
+,7836,9051,1052,12806,10058,490,11353
+,5404,6817,1376,3999,7384,12309,820
-,7353,1469,4731,1150,7838,700,9555
+,5882,11859,3797,4827,10849,10954,12850
+,12426,9261,6581,60,1507,843,7458
-,4799,3281,1608,981,5439,5265,2708
+,3405,12174,4722,6366,12291,2363,235
+,2206,7213,1675,12645,10276,5982,9774
-,4430,3474,2770,2125,11948,5850,7350
+,1945,4840,116,6365,6097,753,12052
+,12689,2474,7120,6449,7789,7709,8739
-,10098,1625,6510,1282,3788,779,7559
+,2809,6222,3406,8845,12175,832,6765
+,8645,5285,8723,10792,8313,9259,2936
-,10571,8028,10382,4791,4440,11832,9934
+,11822,12964,12749,12858,4467,3633,8572
+,3890,8486,7934,1144,7973,4166,5395
-,2823,7732,7086,6760,6009,6512,4134
+,608,6158,1098,8423,12460,7341,7719
+,10889,3990,1504,1745,371,3533,9180
-,12205,9632,8269,5196,4661,2594,4822
+,12144,9195,1858,11682,9221,6679,5579
+,344,10370,12224,10189,1083,5371,908
-,12551,499,12593,9134,12305,6852,4789
+,1823,9997,5434,12181,10159,5804,11015
+,6042,3807,6145,5266,2165,4006,4027
-,1812,11453,3120,7647,762,6775,6530
+,2008,1759,7536,2402,6873,3074,6631
+,8343,3305,8759,12572,2426,9188,6620
-,6848,1425,177,8432,3518,10749,11556
+,11938,11003,11685,8834,11772,7823,6986
+,1336,6844,2374,7506,11364,12615,4310
-,5205,2827,2482,2309,12795,11607,8331
+,11683,7404,10555,6650,213,1938,11484
+,1451,4679,2313,12534,8947,7175,12784
-,11505,7062,8111,8000,9258,12899,3023
+,10934,10227,791,10297,6688,3086,12208
+,5397,3460,3536,12129,9288,11284,1419
-,4758,5185,9597,6032,2022,6167,6685
+,11328,9291,4944,10591,12069,3475,4026
+,4572,8475,12388,8095,5862,765,11741
-,4325,9670,6796,3594,2393,7338,5269
+,788,2113,4188,1155,4635,6052,10422
+,11970,12224,2217,3304,11122,8806,6389
-,804,2261,8210,9519,8713,3988,12023
+,3540,10500,2897,10882,9166,7210,7354
+,12536,2416,6707,10790,3885,15,7014
-,7252,6332,3731,9257,11241,6694,6764
+,4728,11558,5100,11339,2463,2479,9463
+,520,11407,11535,6132,878,10460,5309
-,799,4366,5092,6291,12212,10184,8748
+,230,7207,7474,3486,2374,2743,6991
+,7031,12950,6944,2548,3228,10958,10924
-,5622,7938,10843,12313,9350,3833,9548
+,8622,9756,10506,7520,5249,3715,2609
+,2885,181,526,1265,318,2516,5254
-,4716,1877,9951,2176,12246,12196,11358
+,7237,6671,9046,11006,927,710,11558
+,1128,1976,10731,215,5438,9553,12981
-,5182,6870,12838,9004,1382,9688,8801
+,5022,3825,3985,145,10417,424,835
+,7740,5340,1226,10295,361,10582,8675
-,11188,9648,10390,918,11840,6761,828
+,2351,7423,8023,12257,184,2680,4035
+,8205,7995,12521,801,1271,814,3648
-,11528,7009,8507,3783,9522,6268,4488
+,2918,2764,6297,10529,780,1347,4082
+,10193,931,533,4438,6433,10836,9173
-,3699,6895,109,227,5100,12619,2658
+,1975,7244,2074,12094,6880,358,10154
+,11378,2616,7734,10639,8883,375,9909
-,5149,8380,9931,300,3543,8830,1989
+,11908,3590,10214,1039,6564,6459,9096
+,7661,4420,10542,9560,2363,2742,12783
-,12404,10444,10287,7528,9087,3844,9991
+,5102,347,8567,12883,8517,11799,3517
+,9044,2994,2850,4581,8885,11245,2001
-,2301,3945,11894,3666,6030,3320,10360
+,11228,12224,11648,10632,10021,36,11800
+,11064,7222,3847,2599,785,9103,7855
-,2776,7256,4501,5517,5401,9809,8287
+,11956,2519,6619,7709,5656,7723,11147
+,8724,3366,3515,7850,8389,1551,10822
-,12487,12792,4869,9034,7895,5988,10832
+,4515,3598,7950,6935,12024,748,9042
+,7120,10048,7615,836,7402,4143,2431
-,175,12112,7318,919,4916,5524,12991
+,1517,923,1049,694,10854,6690,7366
+,11731,1828,5212,8986,5086,907,9637
-,8215,6488,11348,815,1646,1070,8827
+,1004,2343,8689,1238,9112,1526,3363
+,6018,10448,7163,5555,6904,786,12177
-,1560,8819,11661,3450,1480,8191,8811
+,6860,9975,12978,8470,8434,12788,9411
+,2642,10520,11902,11401,6786,11637,7677
-,4784,6292,4705,3930,5796,1609,10862
+,6871,7846,661,10036,1066,9048,12512
+,10305,7784,10280,10533,5983,10371,11689
-,2885,181,526,1265,318,2516,5254
+,980,8006,5142,6562,6801,8173,48
+,1354,5337,9693,6412,705,6780,3100
-,7552,7453,1625,772,2705,8984,12915
+,727,10612,1284,12692,9632,11818,3949
+,9600,3983,1651,3723,11879,131,7322
-,12872,4456,7138,12186,6949,6944,5858
+,10123,10892,7249,6107,5919,11359,9514
+,10552,6536,2008,5521,11925,1413,10760
-,6746,7025,1708,11059,6704,8271,4873
+,7665,11052,9193,3078,12233,11126,3692
+,12101,8218,11332,1454,374,3835,402
-,1312,2423,9705,2748,581,3514,2242
+,1364,4557,6020,686,3487,2181,11288
+,6632,2839,4864,5464,5397,2701,7080
-,3916,4065,5527,7666,5875,7565,10430
+,4305,12127,1952,5397,2255,11330,5277
+,3864,11963,8805,11576,12133,12697,3246
-,7019,10230,5131,8466,10375,2455,7763
+,12767,3443,12048,8292,8679,12077,85
+,697,2206,2159,8673,7206,7710,957
-,11252,12658,10481,4903,12919,2314,6463
+,3535,3886,7971,10031,9079,12196,432
+,8430,6503,2717,4111,11866,6931,7005
-,5583,12590,11583,2706,7946,2132,5252
+,12228,3523,3911,11478,3531,9861,12291
+,10970,10623,5640,5739,9663,4675,4239
-,9912,408,12722,3701,9047,4980,3098
+,10544,12130,8984,11665,11150,4965,887
+,12905,11758,8109,2201,7957,6770,3873
-,3735,12280,6576,10576,11020,8902,7490
+,10021,8745,4607,11859,1232,1555,5552
+,4494,4657,8555,9863,12785,7090,8464
-,8747,1373,11559,5117,7408,3561,4446
+,8828,10993,6660,10606,2538,3777,10906
+,5782,6142,5125,7462,5839,1585,8674
-,8380,8457,216,6758,9332,8474,11954
+,6119,3770,4770,3123,1331,12566,568
+,8530,12211,9998,7267,1278,9185,12084
-,9725,12772,8392,10737,550,1342,8573
+,4953,6196,5157,4808,12342,11940,6802
+,12817,4370,12180,7950,2505,1199,4009
-,5833,2382,4588,12718,7989,2292,2975
+,11384,11234,11884,11058,10160,7112,5556
+,8341,7241,1673,12915,7678,8801,1895
-,12505,311,10813,12800,6744,8538,6631
+,11727,7000,1444,4086,6899,9913,8261
+,8177,1174,4063,847,8060,4423,12489
-,8396,7321,503,4916,1469,6743,6893
+,5532,4221,5844,1169,2036,10315,8039
+,9532,11191,7170,12126,1116,3500,2106
-,4517,10351,11447,11022,12556,12159,6004
+,153,4160,10531,12762,8146,2333,12094
+,7182,4886,6164,12203,2770,8662,10311
-,8045,1269,5661,443,3690,9407,8586
+,1983,4633,12563,3467,3317,9628,12987
+,4018,8637,12616,5294,11432,7011,2622
-,5523,2740,9167,2129,808,5098,3313
+,335,2838,6433,7244,8920,10389,8294
+,4892,9025,1915,10384,12924,9936,1528
-,4858,10839,7029,3865,11694,11109,8629
+,1985,8639,10885,6414,5231,8081,9602
+,10000,3765,7623,2280,425,12423,6434
-,7548,603,9056,5282,4718,10711,2932
+,8977,928,11163,4241,5285,5227,12077
+,2464,818,6856,5359,9367,9416,2432
-,7155,10243,11251,1209,9969,11047,12362
+,7488,6068,439,2047,12193,587,1727
+,8127,5319,12580,4938,2574,739,12161
-,2319,9494,10523,2362,11948,7687,4124
+,595,727,1290,1602,563,3442,7552
+,12823,5865,9868,11528,2004,1603,8377
-,5061,3550,1848,8240,291,6743,1657
+,11204,9054,5908,4373,12431,4580,8817
+,11051,3721,12619,6120,1871,8631,6131
-,823,10542,12240,3058,7760,7241,11828
+,4443,1209,11419,5236,1842,9828,2939
+,11141,6652,12125,355,9334,6482,1289
-,8645,5285,8723,10792,8313,9259,2936
+,4406,11191,4131,10071,4589,7137,10627
+,4708,8994,9619,8820,5944,10605,11756
-,10992,7147,911,12619,1998,2533,7982
+,4693,7454,12241,4325,6895,12280,1615
+,3007,9654,8836,669,4890,3964,1326
-,6423,1045,5194,3209,2228,2568,12950
+,6812,11882,1788,11593,11973,902,6026
+,10398,998,6838,9696,700,2160,7607
-,4990,9500,1683,2311,740,6943,2824
+,10952,4795,1385,9665,9797,9664,7226
+,3968,9905,12645,12178,5426,8449,4137
-,5735,2290,894,4232,4228,9041,7473
+,696,1375,11651,7270,8975,4034,4799
+,655,7468,8470,2474,2076,10203,2063
-,5050,6961,8217,3944,1881,8930,10103
+,12225,4990,2074,2316,415,2508,3347
+,3398,7854,9355,4031,9603,5579,12808
-,2290,7292,64,4502,10980,1664,3191
+,6925,1442,12344,6733,3971,10766,11246
+,6066,6347,6830,6380,10070,10737,8873
-,12676,7621,7966,12675,10497,8943,685
+,11075,11191,10367,1448,12822,2,2090
+,4798,11325,6568,2578,1999,5499,7545
-,4739,7455,10851,7954,5543,12236,8813
+,1582,6536,3707,12777,4536,7501,2161
+,9690,4825,11262,2381,1983,1843,5827
-,3645,8599,6120,2672,7591,1693,3195
+,379,7229,2121,2767,9443,3453,8548
+,4215,4395,9638,11307,12751,8587,3776
-,5855,1898,3324,12819,4187,11029,11215
+,4893,3155,334,8766,12393,11952,8242
+,12915,11918,2673,8672,565,1287,4329
-,6281,2816,543,7820,12524,4715,11396
+,8228,9377,10815,4362,4727,12028,3937
+,5461,1299,11028,815,394,1953,10726
-,3644,7505,12913,9954,6811,297,8409
+,846,10549,6914,5855,9156,4649,7231
+,9353,4892,9782,8558,7834,10436,7751
-,7247,9263,5683,953,7688,10255,1360
+,8323,12329,6862,2268,4006,12381,4429
+,6738,9932,12326,6190,12331,1502,10216
-,12484,3326,9132,11576,3305,5762,4239
+,8855,7012,2277,10684,7408,46,395
+,9823,2313,4854,6942,2585,10115,797
-,9167,9786,12732,2162,142,7468,5038
+,9995,7575,10050,2288,2911,4590,11743
+,7581,1714,10202,4297,10919,12453,23
-,5967,2536,3791,426,5946,8579,936
+,3510,8833,3402,7739,8366,10556,1313
+,8900,10014,1360,7541,4149,1504,9666
-,4039,6112,12755,1853,7519,4319,6868
+,7238,4747,8413,11808,8894,9444,9509
+,6166,12010,7027,9322,2357,5632,10577
-,9709,10688,12373,11804,711,83,9853
+,7029,421,6662,12644,6756,12238,4509
+,4434,10326,9170,4155,1758,8118,10302
-,10399,9810,3608,3189,11091,5228,3012
+,5494,6955,12902,2732,11085,7676,9576
+,8220,426,4369,11067,4152,1241,4020
-,3770,11170,11893,399,8971,723,12532
+,637,11257,9400,6418,7654,2828,533
+,7141,2218,2216,3172,10473,1563,9399
-,7309,3778,11767,4625,113,2275,10183
+,147,12744,7900,12049,4096,4245,6164
+,2939,12455,3660,3849,12568,4513,2933
-,11931,2521,7234,5414,4894,10743,12280
+,9331,1085,8465,3068,9831,4454,12576
+,12118,6788,7486,3871,5249,11329,2261
-,11746,7846,7920,11283,12767,4226,12543
+,12857,10188,2764,4702,5261,8767,12302
+,5899,4814,9999,3838,8235,7649,6312
-,6875,12640,3128,1563,148,3262,2870
+,580,444,245,4948,11651,7459,12625
+,4982,7766,5391,10903,791,6628,12981
-,2985,5118,10760,2107,7331,12790,3573
+,4451,2764,2059,1370,2115,3580,8733
+,6456,11035,6335,12092,107,518,4566
-,7740,5340,1226,10295,361,10582,8675
+,21,9815,11705,11603,10664,5061,5703
+,10622,993,6731,12633,6044,2983,12636
-,8840,3582,12191,417,2390,4911,4867
+,4248,11684,2029,9708,7793,9117,11881
+,5272,8117,8683,4321,90,1562,10152
-,298,9432,10005,4162,11441,4642,5575
+,8154,8302,7209,2241,9956,6823,5710
+,12304,11817,11860,3911,2333,2668,7997
-,6003,135,8205,10089,5479,1221,11077
+,8984,7126,6101,8159,11478,10178,7424
+,258,12161,8438,1596,11755,6027,6533
-,4017,5671,7463,2218,6216,3026,2011
+,3901,2167,7564,7813,4782,5039,11692
+,3605,2093,7129,6969,2474,8659,7286
-,10248,3297,6638,6717,10475,401,12135
+,3858,8057,2897,11191,3641,12669,10861
+,4437,10861,10980,4378,8029,1293,2923
-,12287,11711,9341,5075,10721,1530,10985
+,6253,11857,3377,7377,2378,2568,4884
+,6350,7726,7989,12397,1376,8710,1663
-,3238,10912,9249,4942,10818,4560,12316
+,8764,7682,4522,10562,11680,2218,8578
+,885,8742,3881,4276,3182,1646,7039
-,11680,9777,447,263,557,10232,182
+,11761,2949,4778,7440,7701,1471,12553
+,6363,6096,2412,77,12131,4815,4709
-,9188,8777,3202,8440,7880,12763,7030
+,12863,1580,3108,6060,12974,10904,3563
+,4351,11571,11102,7323,10386,6617,6405
-,4753,8274,11162,367,4522,6321,7904
+,2363,9401,6638,10679,557,9195,8208
+,360,5509,209,10407,10856,7602,4065
-,1176,12849,8077,4332,7716,48,12072
+,9432,10541,7499,2368,737,2070,2445
+,6733,2310,10656,11021,8101,11880,7568
-,11241,3920,2925,293,3516,4788,8440
+,578,3677,3107,5518,2638,12772,1097
+,11896,6463,8945,11030,6044,5213,10127
-,9438,1644,7626,2087,7687,4339,498
+,9398,4196,5164,12325,10772,424,4104
+,5746,8701,3915,5330,10668,2879,8254
-,439,9025,5479,6918,10483,12992,4241
+,9403,11734,11628,2233,1361,11346,5434
+,2073,7914,8933,1441,5850,9755,9948
-,2245,1765,6038,11292,2888,11346,4835
+,5326,6840,5661,42,371,9796,11760
+,7400,1792,10578,3194,11382,9495,928
-,8011,12475,10382,7720,4404,10257,6988
+,1173,9787,2981,4739,4079,2494,2272
+,11032,1619,10536,8320,1319,1870,3238
-,1900,5222,5085,11665,5567,106,12558
+,11455,10397,551,9620,7356,4070,5302
+,3866,6528,1398,2870,5026,7161,11500
-,8814,7018,10059,4711,1574,11521,9184
+,6132,889,8881,8030,810,518,6691
+,8971,1895,3054,7211,12375,5989,10409
-,6431,10368,11563,3876,1781,11654,7097
+,6512,3380,6380,4147,9757,5111,287
+,7891,2977,2229,3365,12941,10223,2836
-,1016,6582,1269,7454,2316,5220,626
+,11171,2459,11035,956,8333,5581,2439
+,237,12483,8002,6242,2461,3887,9878
-,5978,11340,11514,11767,12616,5178,1038
+,7669,7766,4346,9897,7749,7584,7308
+,12701,7295,935,7961,8507,5146,12987
-,4197,4331,4279,10536,9438,9404,10485
+,4453,11021,7274,8481,7741,4478,1931
+,6570,4909,572,11598,8203,7256,4160
-,3768,7707,12955,8668,2087,11209,1099
+,1036,1438,11308,11895,3029,6052,8318
+,8636,3580,10261,9294,3480,3969,12177
-,3033,2681,280,885,1685,8016,7177
+,3041,9338,4619,1621,6102,3269,932
+,7986,7657,11004,3002,7288,6991,1247
-,12728,5849,3898,12760,8715,9897,6198
+,9162,3996,8929,12285,4396,1164,2831
+,9620,1260,5222,2693,5001,10763,6704
-,12341,1639,5117,845,11721,11941,11882
+,1552,5350,12540,9522,4061,8135,9615
+,11394,9218,1819,9048,8105,975,3530
-,7090,8975,1166,3851,5536,8703,7075
+,10903,1970,3939,3910,10214,8626,3905
+,2609,1491,10404,3154,4806,7224,10090
-,2649,6952,11872,11711,9042,2190,12302
+,4564,4820,9045,6943,3960,6276,11892
+,6424,9248,10426,169,11108,11942,6075
-,10465,6258,5672,8474,4319,7617,11734
+,9474,5158,6387,8912,6897,11229,1330
+,1682,3133,8543,277,4274,6686,8556
-,5256,2410,1687,4947,2065,4997,4444
+,11668,11014,6043,6228,4891,6683,662
+,357,1197,4904,12539,6881,8959,8371
-,7729,275,5214,3723,10171,4696,1600
+,3856,11482,8314,10140,4226,2847,6830
+,5885,447,8620,7460,4082,669,1796
-,6166,12010,7027,9322,2357,5632,10577
+,6603,1079,12777,4873,3223,8006,9159
+,9316,12487,11965,11257,5239,4131,3062
-,7387,11939,8263,4446,4289,11310,7806
+,7425,1967,10672,11084,11668,5341,8640
+,10874,165,1387,9914,12749,4220,11098
-,7087,1912,5186,1204,4828,7902,9044
+,7659,773,2575,11240,5437,12754,4451
+,10856,7010,11319,9446,6239,7544,8753
-,9601,10926,12626,10114,11973,1880,8778
+,8851,11520,3876,2342,8667,2170,12813
+,9966,7470,373,7069,9825,4713,8516
-,5111,5884,5107,472,12960,7139,4365
+,1955,12475,1306,5831,6806,11267,3815
+,7994,11789,4799,9776,11338,2389,9620
-,5410,12021,2719,5742,3224,12597,4847
+,4841,12273,2998,10302,11125,7268,10648
+,9286,5968,5520,2005,11323,2864,12124
-,5599,9775,4101,3354,303,9587,3840
+,3172,3698,4579,979,5848,4375,7287
+,1738,6439,9314,2313,3921,9947,1273
-,9660,10784,4864,2251,12741,12927,4306
+,12145,5348,9025,9471,1503,10481,1005
+,10319,5341,4585,7742,12558,3848,11189
-,6071,11761,2896,2253,6375,5491,12826
+,12350,6847,11240,2728,1248,9557,997
+,9070,4205,11639,3088,10828,3771,6161
-,11629,11125,1118,7785,1874,5943,882
+,4499,8820,3150,8540,12609,9159,6555
+,12546,9396,12121,9055,7352,12704,11920
-,8763,11413,7247,1693,12669,954,774
+,4797,5594,5822,7675,328,11599,773
+,1534,4932,11677,2361,9749,7221,3058
-,9595,9788,11054,3734,11455,12024,7055
+,10677,5902,6690,12837,1629,5441,4545
+,4554,2649,9739,5173,4833,922,1141
-,12215,3045,8794,10186,8953,10806,3491
+,5171,11142,7907,1038,4627,2172,10839
+,3249,7954,49,7828,9447,6260,5585
-,744,7795,9555,12144,2653,11144,221
+,615,436,5455,5225,1012,603,8587
+,4231,10450,12152,8415,2307,5006,2824
-,221,5239,433,3052,11364,3376,6659
+,5721,10559,5480,4073,12010,7577,5233
+,5459,11366,415,5218,1114,5366,12391
-,5270,1374,6375,5396,4437,5590,2418
+,12296,12376,11550,4335,2847,7742,11246
+,1232,8834,115,12575,5546,10758,11928
-,4645,11710,9512,1722,4141,5666,4282
+,10267,9144,8177,7222,10954,1027,8271
+,3099,9261,1877,7742,11350,220,3699
-,5552,5668,9389,771,8678,776,9747
+,9598,8853,12059,3849,4073,6725,8545
+,10317,10358,7129,3839,2251,8177,2571
-,1922,5549,11074,1008,3026,10945,11371
+,9427,6642,3777,4128,12793,7337,8786
+,6575,12966,543,4303,12132,6034,7701
-,12216,7351,3855,10686,1188,4093,4216
+,10806,5254,3194,8944,5259,203,7556
+,10165,7858,7023,7236,12055,10308,6109
-,2603,2591,1416,8547,8562,4217,12853
+,12151,8230,10786,12082,7833,9177,4777
+,11787,8616,4488,2609,7858,2009,11071
-,357,1197,4904,12539,6881,8959,8371
+,2127,6293,5394,12001,4235,314,6477
+,12424,3774,1273,12916,7786,6043,2020
-,4371,409,12302,4597,424,11910,168
+,8195,777,12002,5649,10990,8164,5448
+,6968,5493,9010,3960,7250,4127,2052
-,6856,5770,5052,11187,5060,5103,8188
+,8120,1587,4097,11688,7526,1784,3285
+,2143,6390,7683,10145,6251,7603,8769
-,2824,11593,6182,7064,1046,864,2725
+,8429,2009,8156,5737,8082,12855,698
+,77,7666,6293,8028,8311,8287,3027
-,6256,6057,9396,2602,1572,11315,9789
+,8925,5577,12309,4000,7764,4418,479
+,4161,9808,8548,1601,2044,5369,7310
-,7211,11172,6645,10730,12285,7435,8834
+,61,6073,6603,3432,2035,12210,1970
+,6333,10705,3294,8949,3986,12924,9769
-,12532,11745,11180,7867,1805,6906,5175
+,693,4223,3329,10488,905,817,3409
+,2422,7994,5876,11413,6389,4593,2955
-,8940,3197,12794,1569,5360,5327,10803
+,3559,6497,8876,11349,11450,990,7501
+,10500,9847,8189,12086,1400,7607,11922
-,12060,8464,6174,4933,8213,7807,114
+,2220,5387,7670,11371,3160,9649,5236
+,946,9056,9804,6587,5977,11130,8591
-,8013,12457,3396,683,6224,11616,1019
+,435,11550,5813,5719,4698,6588,7470
+,1227,697,10629,11429,10860,7310,5642
-,8575,549,9916,8432,2883,5591,1150
+,7877,19,6884,6485,10419,4992,8446
+,3705,5276,5395,405,10024,9538,4913
-,11866,8431,11369,12753,11116,2387,3333
+,3954,7564,7085,5485,6682,2977,9311
+,6378,6485,4213,3559,4101,3957,2605
-,4322,483,5387,11105,11148,4197,4186
+,8704,12413,2538,12526,9795,2008,220
+,2760,11664,1498,1965,7287,369,10799
-,10436,10624,3521,475,1387,6773,12369
+,4865,2674,9243,6665,7516,11933,9150
+,5530,2386,5450,8045,9699,5703,4982
-,3236,889,10703,5665,5254,1773,10696
+,4255,424,5761,5646,12345,10474,7467
+,3169,7680,8868,12664,10404,4386,1713
-,5107,6181,3903,5639,5806,6485,12086
+,5412,4950,1813,11073,1397,12251,308
+,8479,1254,8565,10034,4048,10735,7687
-,5730,3794,2983,11456,8017,8903,10137
+,6137,633,9977,2657,217,11008,3766
+,10153,7937,2858,1532,3144,5168,6012
-,7253,9183,8031,5529,258,11485,4788
+,9356,5733,10595,5376,5778,7957,8769
+,3739,7728,554,7160,10404,7956,7628
-,4729,1234,5350,12868,11892,5920,10341
+,1180,10377,12266,11023,5331,12061,3778
+,3887,9785,9054,8540,4391,4452,9595
-,9100,1674,3115,10700,10540,8232,5251
+,11377,12635,11926,3848,7927,9497,7767
+,11033,10586,4814,11635,9679,7544,1186
-,4720,937,10624,2004,7997,4111,9186
+,4972,10079,12381,827,8654,5407,10809
+,12539,6702,76,5562,5948,12638,5133
-,8005,8593,11688,5775,6547,10539,7843
+,5486,434,5715,600,5083,3963,10554
